OBJECTID,Tract_N,SPA,Detailed_1,CD,Detailed_N,SD,Tract_1,Year_1,totUnshe_1,totShelt_1,totPeopl_1,u_dens,s_dens,t_dens,unincorpor,Shape__Area,Shape__Length
730,231300,6,Empowerment Congress North NC,8,Empowerment Congress North NC,2,231300,2019,8.52,0,8.52,33.563594,0,33.563594,No,7076581.42773438,10643.6623953337
731,231400,6,Empowerment Congress North NC,8,Empowerment Congress North NC,2,231400,2019,5.688,0,5.688,23.721322,0,23.721322,No,6684813.32324219,10350.7332151318
732,231500,6,Empowerment Congress Central NC,8,Empowerment Congress Central NC,2,231500,2019,10.211,0,10.211,28.770609,0,28.770609,No,9893965.5390625,12798.5901716145
733,231600,6,Voices of 90037 NC,9,Voices of 90037 NC,2,231600,2019,26.802,26,52.802,72.712562,70.536774,143.249336,No,10276214.6591797,13096.666845019
734,231710,6,Voices of 90037 NC,9,Voices of 90037 NC,2,231710,2019,11.211,0,11.211,89.676745,0,89.676745,No,3485157.27636719,7941.36061751031
735,231720,6,Voices of 90037 NC,9,Voices of 90037 NC,2,231720,2019,39.234,0,39.234,215.175728,0,215.175728,No,5083440.16210938,9121.18101325945
736,231800,6,Zapata-King NC,9,Zapata-King NC,2,231800,2019,43.168,0,43.168,214.900052,0,214.900052,No,5600278.77441406,9533.04841784083
737,231900,6,Zapata-King NC,9,Zapata-King NC,2,231900,2019,44.9,14,58.9,204.429951,63.742078,268.172029,No,6122877.47363281,10088.0136845084
738,232110,6,Voices of 90037 NC,9,Voices of 90037 NC,2,232110,2019,16.748,0,16.748,114.139003,0,114.139003,No,4090602.53027344,8787.69236474204
739,232120,6,Voices of 90037 NC,9,Voices of 90037 NC,2,232120,2019,32.672,0,32.672,162.143845,0,162.143845,No,5617884.93652344,9730.401335245
740,232200,6,Voices of 90037 NC,9,Voices of 90037 NC,2,232200,2019,27.492,5,32.492,136.154593,24.762584,160.917177,No,5629326.75097656,10868.7739467219
741,232300,6,Voices of 90037 NC,9,Voices of 90037 NC,2,232300,2019,30.208,79,109.21,124.430569,325.410982,449.84979,No,6768054.27734375,11548.4976513782
742,232400,6,Empowerment Congress Central NC,8,Empowerment Congress Central NC,2,232400,2019,85.356,157,242.36,198.632027,365.354847,563.996183,No,11979860.3828125,13909.3569399443
743,232500,6,Empowerment Congress Central NC,8,Empowerment Congress Central NC,2,232500,2019,30.225,159,189.22,101.969295,536.414158,638.366584,No,8263814.27148438,11962.5325366369
744,232600,6,Voices of 90037 NC,9,Voices of 90037 NC,2,232600,2019,25.393,0,25.393,82.69592,0,82.69592,No,8560356.37109375,12279.9086480072
745,232700,6,Voices of 90037 NC,9,Voices of 90037 NC,2,232700,2019,64.862,69,133.86,229.737963,244.394552,474.125431,No,7870819.69238281,11504.140121962
746,232800,6,Zapata-King NC,9,Zapata-King NC,2,232800,2019,73.648,0,73.648,447.093068,0,447.093068,No,4592405.25683594,8717.29540006382
747,234000,6,Empowerment Congress West NC,10,Empowerment Congress West NC,2,234000,2019,4.688,0,4.688,9.776903,0,9.776903,No,13368058.0058594,17575.1927194487
748,234200,6,Empowerment Congress West NC,10,Empowerment Congress West NC,2,234200,2019,33.866,0,33.866,99.344167,0,99.344167,No,9503106.19824219,13022.7191650359
749,234300,6,Empowerment Congress West NC,10,Empowerment Congress West NC,2,234300,2019,83.707,0,83.707,249.10924,0,249.10924,No,9368124.80957031,12185.5681647521
750,234501,6,Park Mesa Heights Community Council,8,Park Mesa Heights Community Council,2,234501,2019,1,0,1,3.445006,0,3.445006,No,8092174.57617188,12751.4015786286
751,234502,6,Park Mesa Heights Community Council,8,Park Mesa Heights Community Council,2,234502,2019,4.604,58,62.604,21.884894,275.70023,297.585124,No,5865028.18164063,11665.6589837439
752,234600,6,Park Mesa Heights Community Council,8,Park Mesa Heights Community Council,2,234600,2019,16.507,20,36.507,32.788936,39.727311,72.516247,No,14036449.5273438,17856.4449146103
753,234700,6,Park Mesa Heights Community Council,8,Park Mesa Heights Community Council,2,234700,2019,13.888,0,13.888,48.471944,0,48.471944,No,7986767.64746094,14838.5212411222
754,234800,6,Park Mesa Heights Community Council,8,Park Mesa Heights Community Council,2,234800,2019,10.329,0,10.329,40.892402,0,40.892402,No,7041938.2890625,10614.534733283
755,234901,6,Park Mesa Heights Community Council,8,Park Mesa Heights Community Council,2,234901,2019,9.592,0,9.592,76.341672,0,76.341672,No,3502919.54003906,7934.97977510606
756,234902,6,Park Mesa Heights Community Council,8,Park Mesa Heights Community Council,2,234902,2019,139.74,0,139.74,808.355968,0,808.355968,No,4921694.40820313,12610.7719559426
757,235100,6,Park Mesa Heights Community Council,8,Park Mesa Heights Community Council,2,235100,2019,2.735,0,2.735,5.995459,0,5.995459,No,12727977.4912109,18197.924335848
758,235201,6,Park Mesa Heights Community Council,8,Park Mesa Heights Community Council,2,235201,2019,5.211,6,11.211,20.680243,23.811449,44.491692,No,7132923.91210938,10687.8258054256
759,235202,6,Park Mesa Heights Community Council,8,Park Mesa Heights Community Council,2,235202,2019,48.435,0,48.435,147.310246,0,147.310246,No,9155030.4921875,13218.0202304253
760,236000,6,Empowerment Congress West NC,10,Empowerment Congress West NC,2,236000,2019,37.59,0,37.59,24.208787,0,24.208787,Yes,42996834.3066406,31597.3201487437
761,236100,6,Empowerment Congress West NC,10,Empowerment Congress West NC,2,236100,2019,7.211,0,7.211,16.517661,0,16.517661,No,12174549.4521484,14939.6515357132
762,236202,6,Empowerment Congress West NC,10,Empowerment Congress West NC,2,236202,2019,13.345,0,13.345,78.203458,0,78.203458,No,4757527,9476.88216683514
763,236203,6,Empowerment Congress West NC,10,Empowerment Congress West NC,2,236203,2019,1.844,0,1.844,14.074427,0,14.074427,No,3652501.93652344,10831.7791693362
764,236204,6,Empowerment Congress West NC,10,Empowerment Congress West NC,2,236204,2019,0,0,0,0,0,0,No,2474313.69824219,6697.69329826475
765,236400,6,Empowerment Congress West NC,8,Empowerment Congress West NC,2,236400,2019,2.368,0,2.368,4.575184,0,4.575184,No,14450498.1123047,19486.8275513768
766,237101,6,Voices of 90037 NC,9,Voices of 90037 NC,2,237101,2019,10.423,0,10.423,42.921233,0,42.921233,No,6769828.47753906,10351.9868138878
767,237102,6,Voices of 90037 NC,9,Voices of 90037 NC,2,237102,2019,9.061,0,9.061,51.020601,0,51.020601,No,4951167.72070313,9012.74906126183
768,237201,6,Voices of 90037 NC,9,Voices of 90037 NC,2,237201,2019,19.131,46,65.131,109.280023,262.76102,372.041043,No,4880424.49023438,8888.65383843932
769,237202,6,Empowerment Congress Central NC,8,Empowerment Congress Central NC,2,237202,2019,118.61,0,118.61,277.123752,0,277.123752,No,11931941.0839844,14393.4172193808
770,237300,6,Empowerment Congress Central NC,8,Empowerment Congress Central NC,2,237300,2019,29.451,0,29.451,76.451381,0,76.451381,No,10739359.3740234,13459.3159100177
771,237401,6,Empowerment Congress Central NC,8,Empowerment Congress Central NC,2,237401,2019,25.914,18,43.914,130.041217,90.32731,220.368526,No,5555508.56933594,9561.00459887015
772,237402,6,Empowerment Congress Central NC,8,Empowerment Congress Central NC,2,237402,2019,22.571,0,22.571,112.152433,0,112.152433,No,5610801.91113281,9623.52077764714
773,237500,6,United for Victory NC,8,United for Victory NC,2,237500,2019,17.69,0,17.69,135.8202,0,135.8202,No,3631172.11621094,8245.46055884458
774,237600,6,United for Victory NC,8,United for Victory NC,2,237600,2019,14.414,0,14.414,74.107881,0,74.107881,No,5422278.1015625,9469.28720478951
775,237710,6,United for Victory NC,8,United for Victory NC,2,237710,2019,16.472,0,16.472,98.688592,0,98.688592,No,4653283.00878906,9398.0490713471
776,237720,6,United for Victory NC,8,United for Victory NC,2,237720,2019,17.371,0,17.371,138.333619,0,138.333619,No,3500789.11132813,8731.72873515216
777,237800,6,Empowerment Congress Southwest NC,8,Empowerment Congress Southwest NC,2,237800,2019,15.208,0,15.208,40.489333,0,40.489333,No,10470852.921875,13143.584959527
778,237900,6,Empowerment Congress Southwest NC,8,Empowerment Congress Southwest NC,2,237900,2019,20.531,0,20.531,54.270976,0,54.270976,No,10542841.6435547,13264.6219388435
779,238000,6,Empowerment Congress Southwest NC,8,Empowerment Congress Southwest NC,2,238000,2019,29.957,0,29.957,46.637878,0,46.637878,No,17920523.9697266,21160.0198761056
780,238100,6,Empowerment Congress Southwest NC,8,Empowerment Congress Southwest NC,2,238100,2019,21.219,71,92.219,55.863189,186.921458,242.784646,No,10579106.6738281,13261.3388480031
781,238200,6,Empowerment Congress Southwest NC,8,Empowerment Congress Southwest NC,2,238200,2019,6.604,0,6.604,16.660113,0,16.660113,No,11050247.6044922,13889.049068365
782,238310,6,Empowerment Congress Southeast NC,8,Empowerment Congress Southeast NC,2,238310,2019,6.844,0,6.844,44.640608,0,44.640608,No,4274214.35839844,9306.52952856819
783,238320,6,Empowerment Congress Southeast NC,8,Empowerment Congress Southeast NC,2,238320,2019,32.775,5,37.775,181.268122,27.653413,208.921535,No,5040940.61230469,9679.10144309037
784,238400,6,Empowerment Congress Southwest NC,8,Empowerment Congress Southwest NC,2,238400,2019,44.591,0,44.591,88.729654,0,88.729654,No,14010133.1826172,15900.8733592537
785,239201,6,CANNDU NC,9,CANNDU NC,2,239201,2019,24.876,0,24.876,143.213171,0,143.213171,No,4842387.90625,8889.5113557301
786,239202,6,CANNDU NC,9,CANNDU NC,2,239202,2019,93.979,304,397.98,190.810214,617.226241,808.038485,No,13843465.1914063,16071.3647732291
787,239310,6,CANNDU NC,9,CANNDU NC,2,239310,2019,26.48,0,26.48,128.222461,0,128.222461,No,5757118.46191406,9679.3664064823
788,239320,6,CANNDU NC,9,CANNDU NC,2,239320,2019,3.211,0,3.211,23.961105,0,23.961105,No,3736084.22363281,8282.15669132055
789,239330,6,CANNDU NC,9,CANNDU NC,2,239330,2019,57.516,0,57.516,152.073892,0,152.073892,No,10647509.5947266,13520.5957369153
790,239501,6,CANNDU NC,9,CANNDU NC,2,239501,2019,3.061,0,3.061,16.717704,0,16.717704,No,5154005.45605469,10652.1675805795
791,239502,6,CANNDU NC,9,CANNDU NC,2,239502,2019,0,0,0,0,0,0,No,5551719.5390625,10897.928647841
792,239601,6,CANNDU NC,9,CANNDU NC,2,239601,2019,16.592,0,16.592,101.765928,0,101.765928,No,4545157.265625,9594.40948115816
793,239602,6,CANNDU NC,9,CANNDU NC,2,239602,2019,6.122,0,6.122,44.276295,0,44.276295,No,3854736.98144531,9274.68397379536
794,239701,6,CANNDU NC,9,CANNDU NC,2,239701,2019,34.711,27,61.711,219.426746,170.681402,390.108148,No,4409962.01074219,9489.06338070686
795,239702,6,CANNDU NC,9,CANNDU NC,2,239702,2019,23.201,0,23.201,123.569697,0,123.569697,No,5234226.91503906,10063.1502975579
796,239801,6,CANNDU NC,9,CANNDU NC,2,239801,2019,0,20,20,0,139.707802,139.707802,No,4029875.890625,10037.9214192084
797,239802,6,CANNDU NC,9,CANNDU NC,2,239802,2019,11.815,14,25.815,50.209068,59.494452,109.70352,No,6623737.60351563,11328.4272892052
798,240010,6,Empowerment Congress Southeast NC,9,Empowerment Congress Southeast NC,2,240010,2019,25.085,0,25.085,110.407841,0,110.407841,No,6330658.91992188,12209.3972633634
799,240020,6,Empowerment Congress Southeast NC,9,Empowerment Congress Southeast NC,2,240020,2019,22.436,0,22.436,80.724569,0,80.724569,No,7747727.96191406,12849.7349021133
800,240200,6,Empowerment Congress Southeast NC,8,Empowerment Congress Southeast NC,2,240200,2019,29.394,76,105.39,101.936622,263.563423,365.486173,No,8039033.29589844,11289.0067088245
801,240300,6,Empowerment Congress Southeast NC,8,Empowerment Congress Southeast NC,2,240300,2019,42.488,46,88.488,135.261653,146.442196,281.703849,No,8756994.25683594,11999.7180759095
802,240401,6,Empowerment Congress Southeast NC,8,Empowerment Congress Southeast NC,2,240401,2019,17.986,0,17.986,67.16936,0,67.16936,No,7464894.94140625,11320.4205523443
803,240402,6,Empowerment Congress Southeast NC,8,Empowerment Congress Southeast NC,2,240402,2019,79.55,0,79.55,342.632838,0,342.632838,No,6473153.59472656,11129.935540914
804,240500,6,Empowerment Congress Southeast NC,8,Empowerment Congress Southeast NC,2,240500,2019,21.738,11,32.738,69.327618,35.081599,104.409218,No,8741516.29785156,12266.5506687143
805,240600,6,Empowerment Congress Southeast NC,8,Empowerment Congress Southeast NC,2,240600,2019,34.02,0,34.02,130.364104,0,130.364104,No,7275171.40625,11293.0358412995
806,240700,6,Empowerment Congress Southeast NC,8,Empowerment Congress Southeast NC,2,240700,2019,22.738,0,22.738,49.300131,0,49.300131,No,12845160.7714844,14964.9879300661
807,240800,6,Empowerment Congress Southeast NC,8,Empowerment Congress Southeast NC,2,240800,2019,18.955,0,18.955,76.891502,0,76.891502,No,6872281.84667969,13530.4332004729
808,240900,6,Empowerment Congress Southeast NC,8,Empowerment Congress Southeast NC,2,240900,2019,118,14,132,285.504025,33.873359,319.377384,No,11521804.3945313,14267.1258558122
809,241001,6,Harbor Gateway North NC,15,Harbor Gateway North NC,2,241001,2019,21.713,0,21.713,61.9932,0,61.9932,No,9761376.78515625,18132.1938778948
810,241002,6,Harbor Gateway North NC,15,Harbor Gateway North NC,2,241002,2019,26.986,0,26.986,98.813455,0,98.813455,No,7612053.875,13015.4735002423
811,241110,6,Empowerment Congress Southeast NC,8,Empowerment Congress Southeast NC,2,241110,2019,15,0,15,79.83005,0,79.83005,No,5238877.98828125,10530.1966188964
812,241120,6,Empowerment Congress Southeast NC,8,Empowerment Congress Southeast NC,2,241120,2019,22.688,0,22.688,88.582647,0,88.582647,No,7140006.90820313,11602.9753649907
813,241201,6,Empowerment Congress Southeast NC,8,Empowerment Congress Southeast NC,2,241201,2019,47.111,0,47.111,251.103159,0,251.103159,No,5230771.11425781,10180.6431653247
814,241202,6,Harbor Gateway North NC,8,Harbor Gateway North NC,2,241202,2019,26.714,0,26.714,59.458372,0,59.458372,No,12591023.8476563,14071.3032801707
815,241300,6,Harbor Gateway North NC,15,Harbor Gateway North NC,2,241300,2019,31.772,0,31.772,157.595594,0,157.595594,No,5680589.59570313,10024.2580804116
816,241400,6,Harbor Gateway North NC,15,Harbor Gateway North NC,2,241400,2019,14.531,16,30.531,65.454562,72.071639,137.526201,No,6159301.72167969,10949.5372510316
817,242000,6,Watts NC,15,Watts NC,2,242000,2019,17.298,0,17.298,69.270799,0,69.270799,No,6907808.81542969,10602.2599016246
818,242100,6,Watts NC,15,Watts NC,2,242100,2019,1.844,0,1.844,17.317413,0,17.317413,No,3205788.18457031,10606.2585799351
819,242200,6,Watts NC,15,Watts NC,2,242200,2019,47.487,0,47.487,151.230932,0,151.230932,No,8834928.93457031,13018.4909222419
820,242300,6,Watts NC,15,Watts NC,2,242300,2019,69.432,0,69.432,285.412328,0,285.412328,No,6861528.01464844,11558.7371972039
821,242600,6,Watts NC,15,Watts NC,2,242600,2019,9.538,0,9.538,51.895951,0,51.895951,No,5184466.33105469,9215.50199252572
822,242700,6,Watts NC,15,Watts NC,2,242700,2019,40.357,0,40.357,102.952971,0,102.952971,No,10980352.1445313,14404.5639968015
823,243000,6,Watts NC,15,Watts NC,2,243000,2019,34.296,16,50.296,123.819364,57.76504,181.584404,No,7757187.38183594,11123.0944354705
824,243100,6,Watts NC,15,Watts NC,2,243100,2019,38.163,8,46.163,162.825139,34.132566,196.957705,No,6653388.50488281,10770.8656778906
825,261101,5,Bel Air-Beverly Crest NC,4,Bel Air-Beverly Crest NC,3,261101,2019,0,0,0,0,0,0,Yes,72357640.6601563,64007.5042757622
826,261102,5,Bel Air-Beverly Crest NC,5,Bel Air-Beverly Crest NC,3,261102,2019,0,0,0,0,0,0,No,85106086.3369141,56037.4424367629
827,261200,5,Bel Air-Beverly Crest NC,5,Bel Air-Beverly Crest NC,3,261200,2019,0,0,0,0,0,0,No,81710609.5185547,59594.576999415
828,262100,5,Bel Air-Beverly Crest NC,5,Bel Air-Beverly Crest NC,3,262100,2019,0,0,0,0,0,0,No,94403704.5244141,70329.9043692106
829,262200,5,Bel Air-Beverly Crest NC,5,Bel Air-Beverly Crest NC,3,262200,2019,0,0,0,0,0,0,No,92176516.5400391,52236.9794244057
830,262301,5,Brentwood Community Council,11,Brentwood Community Council,3,262301,2019,0,0,0,0,0,0,No,140591840.560547,74404.1753334119
831,262302,5,Brentwood Community Council,11,Brentwood Community Council,3,262302,2019,0,0,0,0,0,0,No,32909250.4287109,32300.1060648135
832,262303,5,Brentwood Community Council,11,Brentwood Community Council,3,262303,2019,0,0,0,0,0,0,No,28140260.5693359,29228.6341621453
833,262400,5,Brentwood Community Council,11,Brentwood Community Council,3,262400,2019,0,0,0,0,0,0,No,121291810.228516,75092.658808483
834,262501,5,Pacific Palisades Community Council,11,Pacific Palisades Community Council,3,262501,2019,0,0,0,0,0,0,No,17635210.171875,19926.1824333722
835,262601,5,Pacific Palisades Community Council,11,Pacific Palisades Community Council,3,262601,2019,0,0,0,0,0,0,No,39747922.9160156,34786.6474572501
836,262604,5,Pacific Palisades Community Council,11,Pacific Palisades Community Council,3,262604,2019,9.023,0,9.023,4.136333,0,4.136333,No,60977049.3896484,52565.1720995887
837,262704,5,Pacific Palisades Community Council,11,Pacific Palisades Community Council,3,262704,2019,50.389,0,50.389,70.344219,0,70.344219,No,20951402.8154297,25204.4912043717
838,262706,5,Pacific Palisades Community Council,11,Pacific Palisades Community Council,3,262706,2019,16.388,0,16.388,19.866277,0,19.866277,No,24962572.7568359,22184.8047883601
839,262802,5,Pacific Palisades Community Council,11,Pacific Palisades Community Council,3,262802,2019,3.612,0,3.612,2.839852,0,2.839852,No,35799225.0693359,38652.8294136921
840,264000,5,Brentwood Community Council,11,Brentwood Community Council,3,264000,2019,0,0,0,0,0,0,No,20083061.4257813,22946.695500708
841,264102,5,Brentwood Community Council,11,Brentwood Community Council,3,264102,2019,1.411,0,1.411,9.217417,0,9.217417,No,4267106.61328125,10246.0582906399
842,264103,5,Brentwood Community Council,11,Brentwood Community Council,3,264103,2019,4.612,0,4.612,51.817321,0,51.817321,No,2497489.44042969,7383.38328072685
843,264301,5,Brentwood Community Council,11,Brentwood Community Council,3,264301,2019,1,0,1,6.164352,0,6.164352,No,4530448.6328125,8716.75959551643
844,264302,5,Brentwood Community Council,11,Brentwood Community Council,3,264302,2019,8.411,0,8.411,12.889481,0,12.889481,No,18044921.5878906,21900.5397263328
845,265100,5,Westwood NC,5,Westwood NC,3,265100,2019,3.411,0,3.411,3.739929,0,3.739929,No,25413105.0087891,24572.6912973014
846,265201,5,Westwood NC,5,Westwood NC,3,265201,2019,0,0,0,0,0,0,No,4723321.11328125,11887.1265745054
847,265202,5,Westwood NC,5,Westwood NC,3,265202,2019,37.401,0,37.401,168.373849,0,168.373849,No,6192502.98144531,11548.7790664047
848,265301,5,Westwood NC,5,Westwood NC,3,265301,2019,8.411,0,8.411,13.651017,0,13.651017,No,17176845.2587891,20495.3337220996
849,265303,5,Westwood NC,5,Westwood NC,3,265303,2019,0,0,0,0,0,0,No,1629782.32910156,5809.96891242259
850,265304,5,Westwood NC,5,Westwood NC,3,265304,2019,1,0,1,19.77359,0,19.77359,No,1410068.6484375,5886.31409363629
851,265305,5,Westwood NC,5,Westwood NC,3,265305,2019,53.557,0,53.557,446.304154,0,446.304154,No,3504956.36914063,10054.4712827186
852,265410,5,Brentwood Community Council,11,Brentwood Community Council,3,265410,2019,0,0,0,0,0,0,No,6059870.42871094,14556.1129997414
853,265420,5,Westwood NC,5,Westwood NC,3,265420,2019,0,0,0,0,0,0,No,7864697.20703125,12338.6808730447
854,265510,5,Westwood NC,5,Westwood NC,3,265510,2019,17.273,0,17.273,116.664466,0,116.664466,No,4159825.08398438,8345.58474957279
855,265520,5,Westwood NC,5,Westwood NC,3,265520,2019,87.037,0,87.04,293.707448,0,293.717571,No,8269814.73144531,13435.2109146735
856,265601,5,Westwood NC,5,Westwood NC,3,265601,2019,2,0,2,8.313311,0,8.313311,No,6706990.5,11465.2522618597
857,265602,5,Westwood NC,5,Westwood NC,3,265602,2019,1,0,1,7.710614,0,7.710614,No,3615249.45117188,9280.91765392817
858,265700,5,Westwood NC,5,Westwood NC,3,265700,2019,7,0,7,14.703005,0,14.703005,No,13272860.390625,15243.8317497101
859,267100,5,Westside NC,5,Westside NC,3,267100,2019,0,0,0,0,0,0,No,11883107.4589844,14259.9493732303
860,267200,5,Westside NC,5,Westside NC,3,267200,2019,74.492,0,74.492,163.8634,0,163.8634,No,12673417.078125,14810.5416899567
861,267300,5,West Los Angeles NC,11,West Los Angeles NC,3,267300,2019,34.76,0,34.76,209.376495,0,209.376495,No,4671655.44824219,8743.87501387421
862,267402,5,West Los Angeles NC,11,West Los Angeles NC,3,267402,2019,1,0,1,6.039498,0,6.039498,No,4657365.92578125,8902.28686876007
863,267403,5,West Los Angeles NC,11,West Los Angeles NC,3,267403,2019,6,0,6,63.297326,0,63.297326,No,2523819.91113281,7859.97239545565
864,267404,5,West Los Angeles NC,11,West Los Angeles NC,3,267404,2019,5.968,0,5.968,54.341244,0,54.341244,No,3061690.72949219,7371.50391840906
865,267501,5,West Los Angeles NC,11,West Los Angeles NC,3,267501,2019,45.84,0,45.84,261.59568,0,261.59568,No,4885252.85839844,9068.21865127051
866,267502,5,West Los Angeles NC,11,West Los Angeles NC,3,267502,2019,11.979,0,11.979,71.37019,0,71.37019,No,4760763.55175781,8987.56739511178
867,267600,5,West Los Angeles NC,11,West Los Angeles NC,3,267600,2019,46.994,0,46.994,95.877027,0,95.877027,No,13735578.0449219,15265.5082807457
868,267700,5,West Los Angeles NC,11,West Los Angeles NC,2,267700,2019,22.757,0,22.757,72.495598,0,72.495598,No,8751072.38476563,12188.781888283
869,267800,5,Westside NC,5,Westside NC,3,267800,2019,22.293,30,52.293,50.156665,67.496521,117.653186,No,12390732.9570313,14895.1185495811
870,267901,5,Westside NC,5,Westside NC,3,267901,2019,3.789,0,3.789,8.765027,0,8.765027,No,11997551.7578125,15231.2642847322
871,267902,5,Westside NC,5,Westside NC,3,267902,2019,7.671,0,7.671,25.534907,0,25.534907,No,8375357.00683594,12865.7651660258
872,269000,5,Westside NC,5,Westside NC,2,269000,2019,0,0,0,0,0,0,No,24586443.7753906,29816.0673752017
873,269100,5,South Robertson NC,5,South Robertson NC,2,269100,2019,11.379,0,11.379,35.115928,0,35.115928,No,9034171.95507813,12462.2256820252
874,269300,5,Westside NC,5,Westside NC,2,269300,2019,22.221,0,22.221,26.058956,0,26.058956,No,23772301.8886719,20336.1953746049
875,269500,5,South Robertson NC,5,South Robertson NC,2,269500,2019,1.557,0,1.557,2.891468,0,2.891468,No,15011616.8964844,17751.903586193
876,269601,5,South Robertson NC,10,South Robertson NC,2,269601,2019,13.602,0,13.602,105.585138,0,105.585138,No,3591434.66113281,7574.64444662908
877,269602,5,South Robertson NC,10,South Robertson NC,2,269602,2019,0,0,0,0,0,0,No,3128129.42089844,7325.9437237412
878,269700,5,South Robertson NC,10,South Robertson NC,2,269700,2019,24.518,0,24.518,70.745371,0,70.745371,No,9661503.4921875,14772.4997386598
879,269800,5,South Robertson NC,5,South Robertson NC,2,269800,2019,16.227,0,16.227,89.978582,0,89.978582,No,5027845.38476563,12035.2356471582
880,269903,5,Palms NC,5,Palms NC,2,269903,2019,4.789,0,4.789,43.700706,0,43.700706,No,3028951.61132813,7713.03700808788
881,269904,5,Palms NC,5,Palms NC,2,269904,2019,12.482,0,12.482,95.826315,0,95.826315,No,3631286.15527344,9019.96145862174
882,269905,5,Palms NC,5,Palms NC,2,269905,2019,28.609,0,28.609,311.292838,0,311.292838,No,2528997.08886719,8210.32254500037
883,269906,5,Palms NC,5,Palms NC,2,269906,2019,3.346,0,3.346,41.664884,0,41.664884,No,2238710.37402344,7462.19571232116
884,269907,5,Palms NC,5,Palms NC,2,269907,2019,1,0,1,9.35704,0,9.35704,No,2979312.62792969,7628.93192052806
885,270100,5,Palms NC,5,Palms NC,2,270100,2019,70.409,0,70.409,319.502768,0,319.502768,No,6141974.88476563,13356.4403894932
886,270200,5,South Robertson NC,10,South Robertson NC,2,270200,2019,36.903,0,36.903,125.068802,0,125.068802,No,8225295.56933594,14331.3378317171
887,270300,4,Mid City NC,10,Mid City NC,2,270300,2019,42.92,0,42.92,113.833244,0,113.833244,No,10511342.1240234,13671.9725438026
888,271100,5,Westside NC,5,Westside NC,2,271100,2019,32.504,0,32.504,104.658843,0,104.658843,No,8658363.40820313,14155.0748455172
889,271200,5,Mar Vista NC,11,Mar Vista NC,2,271200,2019,28.8,0,28.8,142.232351,0,142.232351,No,5644662.95019531,13692.7242661113
890,271300,5,Mar Vista NC,11,Mar Vista NC,2,271300,2019,28.503,0,28.503,50.473839,0,50.473839,No,15826936.5146484,19356.9549349017
891,271400,5,Mar Vista NC,11,Mar Vista NC,2,271400,2019,3.578,0,3.578,8.064794,0,8.064794,No,12369621.5517578,14631.7989471128
892,271500,5,Mar Vista NC,11,Mar Vista NC,2,271500,2019,2.968,0,2.968,8.446575,0,8.446575,No,9795573.37890625,13061.244379536
893,271600,5,Mar Vista NC,11,Mar Vista NC,2,271600,2019,8.369,0,8.369,23.987313,0,23.987313,No,9727324.47558594,12555.3477152201
894,271701,5,Mar Vista NC,5,Mar Vista NC,2,271701,2019,3.789,0,3.789,9.842468,0,9.842468,No,10732410.9980469,13808.6518795541
895,271702,5,Mar Vista NC,5,Mar Vista NC,2,271702,2019,37.181,0,37.181,135.948282,0,135.948282,No,7623818.58789063,13336.1303397993
896,271801,5,Mar Vista NC,5,Mar Vista NC,2,271801,2019,12.358,0,12.358,66.296027,0,66.296027,No,5160417.11621094,9600.7456509101
897,271802,5,Palms NC,5,Palms NC,2,271802,2019,15.759,0,15.759,70.687675,0,70.687675,No,6167518.85839844,10130.1898363594
898,271901,5,Mar Vista NC,11,Mar Vista NC,2,271901,2019,53.593,0,53.593,211.811997,0,211.811997,No,7026389.26464844,10691.7109076491
899,271902,5,Mar Vista NC,11,Mar Vista NC,2,271902,2019,9.567,0,9.567,26.810345,0,26.810345,No,9947726.51074219,12748.7266034455
900,272100,5,Mar Vista NC,11,Mar Vista NC,2,272100,2019,17.91,0,17.91,38.677911,0,38.677911,No,12909175.5107422,14819.4461095743
901,272201,5,Mar Vista NC,11,Mar Vista NC,2,272201,2019,16.447,0,16.447,163.832827,0,163.832827,No,2713197.43164063,6652.44328092448
902,272202,5,Mar Vista NC,11,Mar Vista NC,2,272202,2019,7.367,0,7.367,61.633931,0,61.633931,No,3320137.3046875,8715.51125725543
903,272301,5,Mar Vista NC,11,Mar Vista NC,2,272301,2019,1.789,0,1.789,7.670927,0,7.670927,No,6619637.53808594,12674.028525345
904,272302,5,Mar Vista NC,11,Mar Vista NC,2,272302,2019,25.115,0,25.115,128.771357,0,128.771357,No,5424264.75292969,10578.427217566
905,273100,5,Venice NC,11,Venice NC,3,273100,2019,92.534,0,92.534,203.840529,0,203.840529,No,12635140.4482422,15465.603221833
906,273200,5,Venice NC,11,Venice NC,3,273200,2019,92.505,10,102.51,373.230479,40.34706,413.597713,No,6923476.16796875,11520.2800988893
907,273300,5,Venice NC,11,Venice NC,3,273300,2019,146.06,0,146.06,661.464811,0,661.464811,No,6174469.76074219,11231.7004113438
908,273402,5,Venice NC,11,Venice NC,3,273402,2019,303.69,0,303.69,1279.298298,0,1279.298298,No,7327851.00195313,11816.6848458164
909,273502,5,Venice NC,11,Venice NC,3,273502,2019,181.11,0,181.11,780.114492,0,780.114492,No,6447098.24023438,11266.7399612161
910,273600,5,Venice NC,11,Venice NC,3,273600,2019,115.74,0,115.74,509.234632,0,509.234632,No,6336113.34765625,10768.062742796
911,273700,5,Venice NC,11,Venice NC,3,273700,2019,18.767,0,18.767,70.40616,0,70.40616,No,7431175.95800781,11006.2960481302
