OBJECTID,Tract_N,SPA,SD,CD,totUnshelt,totShelt,totPeople,Shape__Area,Shape__Length,GlobalID
43,212203,4,2,10,7.353,0,7.353,106524.747314453,1373.13263864263,5f85e9fd-1f7f-4cb8-8c0f-5a34b7241989
44,212204,4,2,1,64.801,0,64.801,213395.169311523,1876.02831882366,33fb23fe-c92f-4324-8d6c-8c08133362fc
45,212303,4,2,10,9.628,0,9.628,155931.867797852,1592.31875164903,40c24733-67ed-4d06-927b-326004175a7f
46,212306,4,2,10,9.474,0,9.474,162216.199584961,1622.13101607663,5ba4d804-2bfc-490e-9a3d-d3adfad0f43a
47,212501,4,2,10,5.981,0,5.981,79705.5317993164,1160.58535554641,70f77be1-3c90-4699-aced-c4465bb6ed24
48,212800,4,2,10,12.381,0,12.381,785171.527160645,3578.19892859773,7420d6a4-31bf-4e68-944b-dd0728af3a48
49,213202,4,2,10,5.246,0,5.246,338547.395263672,2483.84873012404,2a529f7d-3ff0-4ae3-b7c6-df1c76627abd
50,213402,4,2,1,17.73,0,17.73,393026.428405762,2533.67092445809,6c6e870f-d0d4-4f8a-acde-7b067a5cdb3e
51,214901,4,3,5,1,0,1,312858.442810059,2256.7754158165,9a0a5da2-1083-40a4-a14d-45d77117e377
52,216100,4,2,4,1,0,1,682812.282653809,3399.27512582504,b61b5464-7ab4-4bf6-ab61-72b155eaf17c
53,216402,5,3,5,1.676,0,1.676,229888.28326416,1952.91123729389,80524a35-8b0e-4de5-9cd2-ff0104b12c57
54,217001,5,2,5,2.618,0,2.618,545352.705932617,3281.89840952592,3848bbb1-cc83-49d7-a3af-88661293a6e7
55,218120,4,2,10,2.526,17,19.526,446125.273193359,2710.3641572171,da15d51f-2d12-4e9b-9e34-afb3156bac3b
56,218400,6,2,10,1.831,0,1.831,650385.427368164,3708.70796477652,2ffa3b83-3ae1-4d8d-9716-ca8ad17d07c6
57,218701,6,2,10,19.276,0,19.276,551388.220214844,3255.98338231313,a35dd1f6-cafe-4631-b6c3-1902b2a911bd
58,219010,6,2,10,29.653,0,29.653,441772.109680176,2861.58600938135,9eb359a9-afd6-4631-9271-72889581a013
59,219800,6,2,10,25.115,0,25.115,445355.14239502,2970.90543310396,732c6b01-a59a-49a0-98dd-b2553b0a5371
60,221110,4,2,1,8.59,0,8.59,235103.618774414,2110.69056288122,b3ebc687-74fe-43b7-800c-5170c15486e4
61,221220,4,2,1,36.219,0,36.219,658683.594238281,3229.53273181736,d02fb3fe-e4ef-4281-b827-6007a78dbffb
62,221401,6,2,10,3.256,0,3.256,542633.735351563,2935.87364518441,9b228d23-329d-48ce-a3ad-5d6522cf8d82
63,221710,6,1,8,8.628,89,97.628,329215.393798828,2472.81973624891,7f53aa40-603c-439d-b301-a22d44d64763
64,222001,6,2,10,0,0,0,475168.03125,2792.34691449396,45674b69-6c15-429f-815c-dead95fc5be1
65,222500,6,2,8,31.653,0,31.653,653136.62121582,3235.74111940785,a5656312-3969-4cfb-adcc-494060513f1f
66,224200,4,1,1,53.635,0,53.635,370873.891052246,2628.84717516414,226235e5-ed09-46ec-b6f9-e4023e74e2a2
67,224420,6,1,1,1,0,1,356595.417236328,2734.24094696537,22be4657-cffa-4c34-8eb5-54c1e3f4877a
68,226410,6,2,9,15.734,0,15.734,282900.40802002,2173.27678034904,0bbf0c04-beac-4164-b21f-24f6f45eab1b
69,227020,6,2,9,18.029,0,18.029,440806.833374023,2796.50559143807,9748de57-19f9-4e95-9a85-8f8f6dc299d4
70,228220,6,2,9,11.367,0,11.367,366623.690795898,2777.05577367343,a849b308-e862-4fb0-bcf1-f8fb69313490
71,228500,6,2,9,23.797,0,23.797,439249.38848877,2773.17755460373,8c38bf13-b918-4621-85de-121422169e93
72,228900,6,2,9,39.458,0,39.458,516801.208374023,2946.67813800845,ccf56a57-d0f4-4ccd-89f8-57e516d5b9f6
73,229410,6,2,9,27.951,0,27.951,543524.431335449,2961.57271644304,6db085ff-2cc0-4596-b6b3-98314cd20bdb
74,231600,6,2,9,10.121,10,20.121,957308.293395996,3995.55630761812,0fe96d49-1b7a-46f2-a6b3-faf655b2163b
75,231900,6,2,9,94.534,0,94.534,569599.609619141,3077.60663612109,daa0dc21-a8a6-4ed7-9fb8-edf17c5ba610
76,232400,6,2,8,67.722,78,145.722,1115131.98553467,4243.68906088163,04898f9b-638d-4f9b-b64d-0603d62c5a43
77,121020,2,3,2,2.831,0,2.831,824786.415039063,4003.47890526459,1a7b2bef-fb88-4c27-b04a-853317119363
78,121101,2,5,6,15.778,0,15.778,457715.132141113,3260.61038576189,739427e0-37d6-4f7d-b4a2-ebd6920465a3
79,121102,2,3,6,201.885,0,201.885,7559613.26391602,11424.6290190184,9ccf292e-970c-4c07-b74c-bc1176f732ba
80,121221,2,3,6,0,0,0,493392.517028809,3349.46555132929,813d1f2f-9355-4308-bdbe-5630bc3786ff
81,121801,2,3,6,14.903,0,14.903,486516.243408203,3221.49516587241,85b8fe03-337f-4c42-8286-9af6381cae36
82,122120,2,3,6,6.512,0,6.512,721006.965881348,4034.02698684031,9f5a5cb2-f0f5-4f43-8ee6-1dde46b4b8ca
83,122410,2,3,2,15.13,0,15.13,708591.025939941,3391.26332437261,010584c9-76a9-49c6-92a5-ed4f1e76c753
84,123103,2,3,2,33.528,0,33.528,902792.3984375,4081.77245403677,4620985e-7d2e-4943-a7ed-6a1a8b6d60bc
85,123303,2,3,2,6.855,0,6.855,634953.308166504,3970.2019217152,1a112b87-5f40-431d-b473-07f982f1db39
86,123510,2,3,2,3.353,0,3.353,800675.457885742,3739.60227283376,7a61a927-2039-4757-b11a-232065173936
87,123602,2,3,2,0,0,0,935937.877624512,4325.53514693256,df275c4e-fa96-455c-8992-1961e33a2aca
88,123902,2,3,2,3.246,0,3.246,664086.167602539,3567.03468777765,8be574ce-55a3-458e-8364-46190189c004
89,124104,2,3,2,10.536,0,10.536,325007.41394043,2418.27970092201,1d95a516-3666-48ff-83d5-aee5879beec0
90,124203,2,3,2,1.831,0,1.831,324871.962280273,2418.2837601082,1e727984-9f1f-4ee3-a4f6-35f129ec0be8
91,124600,2,3,4,1.526,0,1.526,1117725.66064453,4358.08644166259,00c474b7-48f3-4cee-b934-a4a53db125be
92,124903,2,3,2,6.932,0,6.932,311725.410644531,2382.71510195281,173ff62d-780b-49d4-a53b-447f67b55e8c
93,125320,2,3,2,12.846,0,12.846,633506.326721191,4008.40882606713,9de0a721-5994-4ef3-96c7-746304e1f125
94,127102,2,3,2,4.676,0,4.676,860372.80682373,3751.02526144029,8b3e0503-3b22-48c3-b7a5-d2afa035092f
95,127103,2,3,2,11.058,0,11.058,305914.363464355,2291.98944664099,ba755ade-a8c4-4828-83a3-b8ff061580a9
96,127300,2,3,6,7.338,0,7.338,1060410.57250977,4592.69291079049,badf3b9c-94af-4013-bdc1-bdd6ec615638
97,127604,2,3,6,15.367,0,15.367,434853.825805664,3015.20824573119,a2d9e851-2302-4aab-a367-7f9d0d7886c6
98,127711,2,3,6,2.831,0,2.831,945545.14666748,4127.47791956218,7fadbee9-ba61-4aa0-a3a1-dcb9dcb8e9b7
99,127805,2,3,6,22.459,0,22.459,615554.53717041,4028.30363494708,0da0423e-888c-4386-9e69-a29944155f1b
100,128302,2,3,6,21.633,0,21.633,690019.014160156,3794.24583391896,5847ce58-245d-4e4b-83d4-6f9f688181ca
101,128702,2,3,4,1.831,0,1.831,1656287.09259033,5188.42386918276,afb3d0f6-5dc5-4293-9b7c-a36905419429
102,131010,2,3,12,0,0,0,1074983.55328369,4427.42686669903,918c2944-5e39-47de-95c8-1462eda39555
103,131300,2,3,12,22.199,0,22.199,1119773.02435303,4391.7003998738,d894edfe-662d-4d07-aeb3-73bc21771ceb
104,131701,2,3,3,1.831,0,1.831,660707.444396973,3251.48485214091,15fed522-5881-4fc0-b704-afe1e8f12cdf
105,132001,2,3,6,9.077,0,9.077,970141.947509766,4019.73081602755,02814c0a-d290-414a-beea-c01afb017a24
106,132300,2,3,3,26.497,0,26.497,1280231.5614624,4815.47634997372,8412a1e7-1b02-45d9-965d-3e398e4f7b89
107,133000,2,3,3,6.676,0,6.676,1009150.53326416,4313.33023961447,5d5ba197-1cb5-4d6c-a016-74c30f42b973
108,134001,2,3,3,8.744,0,8.744,583964.831115723,3703.61215300167,9069dc83-66c1-4d86-9e12-0451c708512d
109,134104,2,3,3,2,0,2,649002.451293945,3222.2056182581,3bb4f859-4cb7-49e2-b21d-f9de3e401ba6
110,134304,2,3,3,1,0,1,1022108.19311523,4140.29220495728,a49844ba-207b-4c20-83da-7656e763a75c
111,134306,2,3,3,23.004,0,23.004,620782.328308105,3153.67879676549,518db96e-28e4-4fbe-8c1f-ab4908bb9519
112,134520,2,3,3,49.415,0,49.415,968835.067565918,4015.34878801876,fa8530f4-73f6-4918-96a3-01f5905bbc70
113,134710,2,3,3,17.788,0,17.788,571463.035827637,3033.72963941433,28c5d548-0009-4bc1-986d-bc5792445fa2
114,134903,2,3,3,22.44,0,22.44,567828.394592285,3197.98766095468,fe01adcb-d4db-4fca-9876-0598aa83850b
115,135111,2,3,3,1,0,1,1045126.10198975,4127.53718476106,3fbe6340-4dc6-405e-80f6-1e05441b4819
116,135201,2,3,12,33.402,0,33.402,1533349.6395874,5647.22517144058,393bf251-f096-4824-84d5-469ec67b9ced
117,135202,2,3,12,39.817,0,39.817,1765504.94592285,5423.75613185339,7744ebc3-f710-45dc-b7ba-a38451b7151f
118,135203,2,3,12,1.831,0,1.831,4516589.39178467,10007.1144854012,d0c9cd4a-2e36-44f9-a693-ba021e4d09b9
119,137103,2,3,3,15.957,0,15.957,769044.545898438,3566.03235931155,9cbd8f64-365c-487b-b6c3-103f4d56f132
120,137104,2,3,3,4,0,4,2533086.43896484,7096.05167891523,40fea326-bfa7-4131-af69-c468042ee35f
121,137402,2,3,3,0,0,0,3095399.73492432,8472.55600409349,4386fff6-5069-41ff-8cc0-b936bbb26bb6
122,139001,2,3,5,0,0,0,1231323.45959473,5265.6859090109,65391453-4256-4e56-9580-a4be532a08bf
123,139303,2,3,3,13.087,0,13.087,421303.934753418,2754.77829192763,f6ea1840-05b8-47c1-9560-41f235322441
124,139503,2,3,5,0,0,0,353158.694335938,2472.79370814818,e61fe209-1f9f-436b-80b3-53392e8f6c42
125,139801,2,3,3,0,0,0,3683733.4329834,8185.90190558489,d4899c27-08c5-42fc-bf64-de37682cb089
126,141102,2,3,4,4,0,4,801666.169067383,4566.62391702526,ba37946e-c91b-4c44-92eb-2edc9452eebc
127,141303,2,3,4,5.449,0,5.449,262830.064819336,2153.05064062557,a0e926ba-49a7-4837-8b7a-37e3b6ca1ddd
128,143100,2,3,4,4,0,4,1779393.7689209,5721.6111250017,54bab048-0a9e-4d9f-85f2-6361b596fb3b
129,143902,2,3,4,1,0,1,2527797.11224365,9448.54898639904,12ed600b-239a-4db8-9906-57d4ab29a2a5
130,183101,4,1,14,7.676,0,7.676,982694.545471191,5005.65219304535,e6ddf159-1c75-43ce-927e-39376b55451a
131,183221,4,1,14,0,0,0,698703.202270508,3673.74956697607,f60f4155-5851-4604-a804-b7afec055e86
132,183520,4,1,1,20.565,0,20.565,420158.182922363,2776.31036704586,95e0be26-4664-4fff-9592-3cbe97ef9afe
133,183702,4,1,14,7.864,0,7.864,901283.917907715,5020.94757605563,a8dd14b3-e991-4fa7-a397-c24627c7c1e3
134,185204,4,1,1,0,0,0,940481.118225098,4491.36094631703,796ff30d-fcdd-4d6a-ab57-fe38aef9fe4c
135,186201,4,1,1,9,0,9,528478.59552002,3543.21454031242,d167e315-fd26-4529-a3af-4e65225ed56f
136,186403,4,1,1,33.184,0,33.184,538570.710693359,3603.3502382454,0777e15f-f9bb-4991-bcaa-df4ba8471877
137,188100,4,3,13,56.594,0,56.594,2116743.41400146,7927.86851978149,7581762e-cc95-4f84-a7e9-ab8341d8c0eb
138,189101,4,3,4,10.144,0,10.144,395907.053710938,2518.88652867668,4f5e189f-fe81-431e-980a-7cc89fe6de33
139,189201,4,3,4,20.353,0,20.353,326329.619628906,2425.62701302438,a12cb6a1-9a19-4c66-8839-b7a375cf19b5
140,189702,4,3,4,12.202,0,12.202,1453903.53179932,6682.86611353745,d8720885-e4be-4c51-a5d7-8865427d001e
141,189903,4,3,4,2.676,0,2.676,85033.405090332,1265.15583970068,ad9e99ea-b4a0-44bf-ace8-af0bf7a9c41c
142,190301,4,3,13,7,18,25,400546.033691406,3665.1923497544,0ea2e887-ee21-40ec-b396-8d4ef5ceb442
143,190520,4,3,13,2,0,2,244206.561950684,2017.16386113217,e867d693-8826-4ec8-ba71-ff2ed3eb8755
144,190901,4,3,13,29.821,78,107.821,491116.20690918,2834.43834477058,1e32e3eb-2bc8-4560-936e-6f1d7875c7b7
145,191204,4,3,13,6.865,0,6.865,201452.503295898,1805.76576302325,a44fbc96-18ba-405a-b09f-acbbf2a82687
146,191420,4,2,13,10.029,0,10.029,227599.088378906,2018.10387796461,e253ccc7-29c7-4cb4-a175-58e274bd7774
147,191620,4,3,13,19.274,0,19.274,218856.868896484,2137.08289916453,fbe13b9d-6841-4065-8ff2-4d86b11f9951
148,191901,4,3,4,50.516,11,61.516,774641.507507324,3625.23407120099,95c8ba4a-8ec6-46e6-81fc-0594553c6ce8
149,192300,4,3,4,3,0,3,889177.64630127,3805.12222792863,d3544548-f4c0-48b1-8572-526179bdd8fc
150,192410,4,3,4,1,0,1,685089.435546875,3311.3411304737,5fbd6abd-3ea5-408b-b931-6b741ad17b7e
151,192420,4,2,4,6.353,0,6.353,325407.192199707,2420.94944635697,f5428d90-48da-4b46-b118-b4a52572b6b8
152,192510,4,2,13,1.676,0,1.676,341447.754394531,2476.57353914934,776154b4-f1f1-482d-acef-251d523adcab
153,192620,4,2,13,34.253,0,34.253,243983.856018066,2217.62422664544,f30402b5-0eb3-4c0b-8e73-0f721bedd59a
154,194401,4,3,5,7.202,0,7.202,472692.055908203,2805.0627076749,6d9ed4ad-9cf1-40a1-ba1a-617dd769c526
155,194500,4,3,5,28.26,0,28.26,668544.026855469,4080.30101479347,d53009a4-9dd5-433f-b96b-850310650bd8
156,195600,4,1,13,76.743,0,76.743,508485.59954834,3319.60536651822,455c620a-7f16-44b4-9d5d-0e2795c1bfd8
157,195803,4,1,13,15.155,0,15.155,378439.661499023,2747.45352331824,65c625f1-f89c-4c66-956c-44dabc2ff41f
158,195902,4,1,13,1.628,0,1.628,345616.677062988,2499.19950462084,cf19adb9-8c2d-4808-879c-c8e3929a6095
159,199201,4,1,1,12.802,0,12.802,395224.700866699,2688.7014899339,6d433ff5-dd26-4a39-9058-988b381aa583
160,199700,4,1,1,28.826,0,28.826,969396.282165527,4221.29228786094,71f037f4-9212-4437-9eb0-7acafde5c867
161,201200,4,1,14,4.831,0,4.831,400295.534851074,2989.30511306542,023972fd-7583-4086-a415-955b3abafe05
162,201402,4,1,14,1.831,0,1.831,1942380.06713867,5735.91198841138,96c9c4e2-82fa-4ba2-8745-ab07e4137cbe
163,201601,4,1,14,0,0,0,614768.681884766,3376.25668620682,32a32d44-2280-462a-b7da-01866b7ba915
164,203200,4,1,14,6.256,0,6.256,514055.030212402,3115.76881047689,101cad94-c380-4160-bf75-e743bdc810c3
165,203710,4,1,14,1.676,0,1.676,282593.000549316,2325.91771575003,c0db32da-0600-4a1a-8e90-c659e7029cdb
166,204110,4,1,14,10.155,0,10.155,604691.83203125,3113.31094502521,eed5ff75-9cfd-4372-8b78-1f26c5f8c534
167,204410,4,1,14,8.705,0,8.705,296997.072570801,2318.90762774371,f66d1ca4-eb82-4046-aea6-165fe0fd6268
168,204820,4,1,14,22.623,0,22.623,320125.369140625,2546.28086570808,e29fbb50-eac1-4ff5-8ed5-9f66ac69c504
169,205110,4,1,14,8.246,0,8.246,275588.572937012,2766.17263169203,5f69f842-15b3-4e8e-b92c-b3e08dc2ab67
170,206300,4,2,14,1341.172,1653,2994.172,618101.67401123,4015.87563125622,46b47510-e904-4b38-9cbd-a0be840be048
171,207302,4,1,14,57.954,0,57.954,256415.160339355,2516.14393578465,d2794fcb-254d-4f37-aa43-619525c96b21
172,207710,4,1,14,67.11,77,144.11,1098553.77600098,5230.15841442531,3839560f-3579-4a81-8b4e-a782fdf99364
173,208301,4,1,13,12.589,0,12.589,98577.5548095703,1562.80986955129,d453265d-84e3-4bec-bd0b-767caceb56ac
174,208501,4,1,13,20.304,0,20.304,243371.321899414,2001.81619404028,17cb3ab9-570d-4356-b625-d7f3b989de58
175,208710,4,2,1,7.728,0,7.728,170564.432189941,1723.29158544976,be5cce1b-6165-407b-bf88-46d878cbabca
176,208902,4,1,1,29.024,0,29.024,184296.093139648,1726.32746957117,511c24fe-5ab1-4454-bc39-bc8f96df7351
177,209103,4,1,1,15.14,0,15.14,124001.93371582,1431.60556449134,fb7bd36f-15f8-4dc1-8d7f-8ae4c270db8a
178,209401,4,1,1,49.222,0,49.222,216254.029541016,1943.59237101399,9695bfe2-d1ab-4397-a9b4-cacc809dc7cf
179,209520,4,1,1,69.206,0,69.206,232612.581115723,1972.86476090976,713123f6-32a6-4db7-8cf2-8e0fa2975468
180,210010,4,1,1,45.462,0,45.462,416563.385131836,2712.68661635612,2249ec68-04d1-4914-b7e2-21d1db86c143
181,211122,4,2,13,41.846,0,41.846,365748.489990234,2524.11040732362,0c6393ea-be94-499b-bf4a-6e8223f8883a
182,211320,4,2,13,2.526,0,2.526,186598.583312988,1731.05828288722,480e639d-cdae-4d0d-832c-457ed029c69c
183,211703,4,2,4,10.966,0,10.966,184410.267028809,1738.12578256009,a4f695be-87fa-4963-a6ae-70941844c880
184,211803,4,2,10,3.154,0,3.154,139778.764892578,1499.75041949941,b37d3b20-4efa-4a14-86c9-fc2fcb204b83
185,211921,4,2,10,12.966,0,12.966,92836.4079589844,1266.75021941418,0103e338-3969-48a6-baff-03f7fab26d3c
186,232700,6,2,9,5.246,24,29.246,732289.364562988,3509.82878038332,fb410df7-be11-4e7c-b738-faf2246e44c0
187,232800,6,2,9,69.043,0,69.043,427924.748168945,2659.41841454365,60d78947-86e7-4401-a982-042f85c73228
188,234000,6,2,10,22.223,0,22.223,1245984.54656982,5351.87169768176,6f6e166d-77b2-4c19-86be-6b49eb78c1a9
189,234200,6,2,10,46.208,0,46.208,875424.885437012,3873.38424422109,a95da054-80f1-4772-8ee6-bcc5623ef9b3
190,234300,6,2,10,36.647,0,36.647,862792.893798828,3700.46672870331,6f072ed5-52f9-4d89-b44a-98d709db86f1
191,234800,6,2,8,9.647,0,9.647,655454.125915527,3238.45872740479,1d10086f-c053-42e3-93d7-3ffe4d6c2e1a
192,235201,6,2,8,7.135,0,7.135,655801.883605957,3235.98659661377,c75bee9b-8f3e-4fe0-b061-22107d637309
193,236202,6,2,10,9.474,0,9.474,449431.677734375,2874.9372818584,ee349f5b-be91-4178-b871-a0d80add3abc
194,237101,6,2,9,6.459,0,6.459,619939.328918457,3147.54269550912,abd7a183-72ed-4e26-9269-068987d5149e
195,237401,6,2,8,16.667,0,16.667,517020.72668457,2916.01062860684,54c43be5-aedc-4cde-b1b9-4f345aa86238
196,237710,6,2,8,13.377,0,13.377,432851.364379883,2867.01617010718,abc8b3a2-486e-477a-9849-fa8035d3b5ab
197,238310,6,2,8,30.222,0,30.222,397178.927062988,2821.77018483889,bf2dbc9a-5e1e-4b83-9a07-ed352a336790
198,239201,6,2,9,105.81,0,105.81,454048.297912598,2711.77866832927,5fb964e7-457d-4fb8-9775-5fb62f1b25ff
199,239501,6,2,9,22.28,0,22.28,475110.584655762,3226.61373283862,99dcadc7-ff2e-4125-a697-60e81ff0ca8a
200,239602,6,2,9,0,0,0,357920.321960449,2828.81911198659,c0eafab5-4138-4b8d-9135-012b4479e4f9
201,239801,6,2,9,24.242,0,24.242,370561.050964355,3038.39086190398,8ddbf7db-f7ba-4411-8e04-d1bb6a231e92
202,240401,6,2,8,18.681,0,18.681,689982.271240234,3451.1926240531,3e623991-1a9f-490c-98aa-f2c34d002217
203,240800,6,2,8,15.952,0,15.952,647705.545043945,4068.068755217,9e82f5bd-0308-43d5-a8fc-39d415af15e1
204,241110,6,2,8,16.483,0,16.483,487627.075256348,3212.68132674597,240c3c00-b0ac-46da-9c38-70428d57160b
205,241300,6,2,15,10.767,0,10.767,521510.119628906,3037.7990868407,a0aed6bc-69ed-4935-a050-ecc786858b5e
206,242300,6,2,15,27.837,0,27.837,642980.204650879,3389.39650586352,3fc3a2ec-ee0b-4750-8233-f839da894351
207,262200,5,3,5,3.662,0,3.662,8599048.67797852,15522.0073096476,b6d17d51-41fa-429e-909c-8136e3a36b38
208,262501,5,3,11,3.618,0,3.618,1607657.33618164,5904.25414962074,5ec4bee6-d65e-4971-b7a4-dc897343f4b1
209,264000,5,3,11,1,0,1,1865942.64752197,6956.90228902107,b2eb87a7-b95a-4479-a0c2-5e53ef67b4cb
210,265201,5,3,5,0,0,0,442630.316101074,3480.1204945343,34bd6f15-a0cc-4bdc-acac-48db997c9c65
211,265303,5,3,5,0,0,0,130051.973388672,1725.30362003569,dbcbf1d3-de1e-4ac6-b0a2-c638c1814d2b
212,265420,5,3,5,0,0,0,742154.561157227,3694.76970674639,1108ed40-bdaa-42cf-84f9-48cac833791a
213,267402,5,3,11,5.676,0,5.676,429314.097412109,2698.0439651643,ed06a442-03a6-4dc4-ad4d-b900a42809df
214,267404,5,3,11,4.256,0,4.256,284983.074951172,2248.81599132609,da654153-0ff1-4436-a9f0-fdb538eeed50
215,267901,5,3,5,0,0,0,1126834.04223633,4542.18445643118,81224f82-ec7a-42f5-8a00-07857231f1c3
216,269601,5,2,10,13.29,0,13.29,330961.077514648,2306.92707982938,e268f8db-458f-4a8b-992c-bb1b06ef9149
217,269903,5,2,5,8.831,0,8.831,284333.880615234,2351.56452701585,5b0ea223-9954-4466-b2d4-5782d4cc66b0
218,269906,5,2,5,1.628,0,1.628,206538.597595215,2274.29803926233,45cfcc83-a8a2-400f-b4df-8b9f9383aaf2
219,271100,5,2,5,16.933,0,16.933,804145.007995605,4314.27414196946,753f2b22-dea2-4d88-a9f0-5f0d08d78637
220,271400,5,2,11,3.459,0,3.459,1147720.40930176,4420.39983657689,821ce538-befa-42b5-940f-c6aa4e7f8c08
221,271701,5,2,5,1,0,1,996316.850219727,4212.05835995275,09956189-ba1f-4c7e-995b-99ab487f6d8e
222,271702,5,2,5,18.284,0,18.284,708989.304748535,4068.31604815276,4a051ec4-afe2-471b-aa65-4828205b3a30
223,271801,5,2,5,8.908,0,8.908,486152.75201416,2915.30335958057,391d917f-074a-456e-baf4-a512e57db4e5
224,271802,5,2,5,10.923,0,10.923,577872.917297363,3062.1889701615,c965a3c4-e0ca-42d9-a510-1546e0451758
225,271901,5,2,11,27.667,0,27.667,656599.416625977,3263.1201250279,6fb995fe-5bd1-4b32-80a4-40139a0e613d
226,272201,5,2,11,14.039,4,18.039,260327.145385742,2043.92567595464,88ea918f-1274-496f-bde1-fb50eb780559
227,273200,5,3,11,77.213,7,84.213,643228.666992188,3510.1925481796,ca5f2477-7675-4cb4-8da0-1bc3151c1439
228,273600,5,3,11,46.471,0,46.471,591390.328674316,3283.53538588157,dcf2485b-1236-43b7-8331-3bb7f461375b
229,275101,5,2,11,9.121,0,9.121,341935.009094238,3068.96998344334,5b0e0894-f8a3-48e9-b6c5-c421cb1152cf
230,275400,5,2,11,34.15,0,34.15,752853.742675781,3977.28694680344,53ffb013-d8f0-4e83-b57e-f89cd76381b5
231,276400,5,2,11,1.831,0,1.831,1276788.1229248,4942.18258807964,2fdaa065-3f86-4268-8ac7-2278dc53848f
232,276603,5,4,11,21.923,0,21.923,450890.204406738,2938.90685777032,88165e9a-e753-4c21-bf96-a097849e4034
233,291120,8,2,15,6.439,0,6.439,703022.935852051,3350.50791292591,fb853fec-950e-4219-9343-c2bb3d75bdab
234,293201,8,4,15,0,0,0,1074828.92773438,4246.7082385889,1265c69c-9d9a-4af0-a672-2d3869c2abb0
235,293302,8,4,15,16.242,0,16.242,1113947.38824463,4562.64283028175,2b58e0bd-3491-4ae2-8080-acd96b587aca
236,294120,8,4,15,7.111,0,7.111,1566024.70141602,5135.94878038569,d2a3bd25-bc82-432d-921f-30429bb77a88
237,294302,8,4,15,14.526,0,14.526,839932.804382324,4376.2741533755,b8512f85-656e-4014-94a5-c44df17639ea
238,294520,8,4,15,1.526,0,1.526,485259.046325684,2883.45873489179,7f006ccf-af6a-4393-a8e9-1a77bbdbcb37
239,294810,8,4,15,16.604,0,16.604,320738.348266602,2308.75529405314,8f5d0e67-c102-4c41-82ad-f7c303ceb595
240,294900,8,4,15,4.662,0,4.662,664877.58416748,3981.55309969394,62c6eea1-86a8-4add-a6a4-e125305839a2
241,296402,8,4,15,12.546,0,12.546,1050573.02563477,4913.68327755473,61fd50ef-2132-4067-8ed2-4f41c0d10fe1
242,296901,8,4,15,4.662,0,4.662,618891.754882813,3464.75538569109,c1488404-7b51-4c3b-9ad5-8c16c2dc22f1
243,297602,8,4,15,0,0,0,632091.804382324,3707.2914008092,235bc35d-bd59-4c8a-906b-da5aafdd1616
244,980022,2,5,12,0,0,0,6285895.90356445,12312.6182485621,509083cd-e7e9-4888-acd9-baf2e07b216a
245,980023,2,5,12,0,0,0,5226277.54284668,12061.2843005104,7d66d7d6-533e-4fe0-b022-bbe399becbb5
246,980024,2,3,6,31.008,0,31.008,8328044.38616943,13936.4654329453,846d3e77-593d-4b5f-927d-72907cf43d6f
247,124201,2,3,2,5.728,0,5.728,974202.129943848,4029.78772841867,9828d576-95d9-4474-81b5-d039ce737170
248,124204,2,3,2,9.111,0,9.111,324897.147521973,2417.72847112086,2e46fd47-6699-434a-a79c-92937dfb4e01
249,124300,2,3,2,57.285,0,57.285,892502.561828613,3831.90325089865,43de6b56-b266-44f2-a4e7-a383799344a4
250,124400,2,3,2,26.353,0,26.353,969401.918762207,3990.33723390799,04c75a89-cf0d-488b-91d3-76e2a6ad1497
251,124500,2,3,2,0,0,0,807386.735046387,4283.62893621344,400ff805-3025-4aca-adcb-58da689d196b
252,124700,2,3,4,3.618,0,3.618,1379912.269104,5439.09026820564,04fa929f-d567-4346-b048-d09c709e10af
253,124902,2,3,2,11.252,0,11.252,339383.399353027,2459.0587338838,39e8e39f-9773-47ff-9ffb-117b8a103c78
254,125100,2,3,2,15.614,0,15.614,1301387.42852783,4838.13008585984,02fe7334-56a5-47fd-8141-6b08f54b4b28
255,125200,2,3,2,3.831,0,3.831,1304468.43182373,4837.830843407,55b3960d-d941-4f40-8390-36adb7125844
256,125310,2,3,2,6.662,0,6.662,1056861.25073242,5868.98959345276,ffbee470-19e2-45a4-ae10-f75636b55e99
257,125401,2,3,2,2,0,2,398166.282226563,3084.48796355203,42584500-a5a5-45b4-b9d2-2f8559c1303a
258,125402,2,3,2,13.43,0,13.43,680180.883239746,3378.35648895996,6df23f95-5a56-48af-a170-7454c0cd9050
259,125501,2,3,2,1,0,1,465079.587768555,2815.04517623396,748f765a-f215-4286-a4e7-83f42b6e95ff
260,125502,2,3,2,17.314,0,17.314,524096.55279541,2935.47765496912,45608e93-51f4-4179-80bb-01cae4718f6c
261,125600,2,3,4,1.676,0,1.676,1022831.61920166,4513.18813074544,ee3d2623-3d31-46de-ae41-85809166d39d
262,127104,2,3,2,0,0,0,710187.937744141,3437.26374073717,eaae7eb0-4834-46a1-a7d9-9f6660614465
263,127210,2,3,6,25.506,0,25.506,1541914.66033936,5997.42743890412,68d82913-7d38-47ca-9e53-4adc230c34e6
264,127220,2,3,6,2,0,2,655808.986816406,3231.70242246793,9f31ddfa-0b65-4834-9d78-04b83ad099dd
265,127400,2,3,6,47.637,4,51.637,2187099.3416748,7655.31968549349,aaa224ef-ded5-40fa-becc-5c6448dc860d
