OBJECTID,Tract_N,SPA,SD,CD,totUnshelt,totShelt,totPeople,Shape__Area,Shape__Length,GlobalID
33,119341,2,3,6,13.831,0,13.831,326867.231201172,2550.12223950865,f0b4f278-3bfa-4828-a733-0bd335c68efd
34,119800,2,3,6,24.189,0,24.189,1243996.97381592,4556.68836327949,bd21b21c-5c47-4287-868c-d986741a93e9
35,120106,2,3,6,7.033,0,7.033,203518.653442383,1850.96899318536,e2bcf5b9-6466-4bf1-b72b-45fdf104ba44
36,120107,2,3,6,15.029,0,15.029,207201.203918457,1853.23515829813,fb07b53e-46de-4546-8290-4c589b4ae80b
37,101210,2,5,7,22.285,0,22.285,649087.213500977,3674.53630074575,f7e29a64-f28f-4112-8cdc-25d8b0757316
38,102103,2,5,2,1.831,0,1.831,1187496.50976563,4941.68579055753,5e112a93-e0db-4653-bc9b-3162a549401f
39,211922,4,2,10,1.628,0,1.628,93052.5503540039,1267.72819806353,ecbafa24-dc94-491f-8324-c1aeab731fa5
40,212101,4,2,10,16.336,0,16.336,186141.102172852,1729.86102506482,9d71a550-f7a6-4a5a-84ec-dc6fc153ee0d
41,212102,4,2,10,4.676,0,4.676,138911.79107666,1495.71892022107,6485e6f4-7fa3-491e-9def-1aa32281fc7d
42,212202,4,2,1,35.556,0,35.556,206864.424377441,1977.59561243882,fae6dbf6-fccb-41a8-bc10-175f3a2ae3df
