FID,Tract,SPA,SD,CD,totUnshelt,totSheltPe,totPeople,Shape__Area,Shape__Length,OBJECTID,Tract_N,SPA,SD,CD,totUnshelt,totShelt,totPeople,Shape__Area,Shape__Length,GlobalID,OBJECTID,Tract_N,SPA,Detailed_1,CD,Detailed_N,SD,Tract_1,Year_1,totUnshe_1,totShelt_1,totPeopl_1,u_dens,s_dens,t_dens,unincorpor,Shape__Area,Shape__Length
64,107020,2,3,7,1.591,0,1.591,1461213.0546875,5418.89403563728,61,221220,4,2,1,36.219,0,36.219,658683.594238281,3229.5327318173604,d02fb3fe-e4ef-4281-b827-6007a78dbffb,60,107020,2,Sylmar NC,7,Sylmar NC,3,107020,2019,4.9639999999999995,0,4.9639999999999995,12.925185,0.0,12.925185,No,10686923.0,14676.910013361101
65,108101,2,5,12,0.0,0,0.0,1657089.51171875,5417.49995995694,62,221401,6,2,10,3.2560000000000002,0,3.2560000000000002,542633.735351563,2935.87364518441,9b228d23-329d-48ce-a3ad-5d6522cf8d82,61,108101,2,Porter Ranch NC,12,Porter Ranch NC,5,108101,2019,0.0,0,0.0,0.0,0.0,0.0,No,12147101.9257813,14665.6421625531
66,108102,2,5,12,0.0,0,0.0,3206417.93359375,7003.113924641209,63,221710,6,1,8,8.628,89,97.62799999999999,329215.393798828,2472.8197362489104,7f53aa40-603c-439d-b301-a22d44d64763,62,108102,2,Porter Ranch NC,12,Porter Ranch NC,5,108102,2019,0.0,0,0.0,0.0,0.0,0.0,No,23504131.993164103,18954.90606005
67,108103,2,5,12,0.0,0,0.0,3764983.0546875,13551.4179389657,64,222001,6,2,10,0.0,0,0.0,475168.03125,2792.34691449396,45674b69-6c15-429f-815c-dead95fc5be1,63,108103,2,Porter Ranch NC,12,Porter Ranch NC,5,108103,2019,0.0,0,0.0,0.0,0.0,0.0,No,27594991.6240234,36687.888910955604
68,108104,2,5,12,0.0,0,0.0,1213212.1015625,5450.28251792441,65,222500,6,2,8,31.653000000000002,0,31.653000000000002,653136.62121582,3235.7411194078495,a5656312-3969-4cfb-adcc-494060513f1f,64,108104,2,Porter Ranch NC,12,Porter Ranch NC,5,108104,2019,138.72,0,138.72,434.997967,0.0,434.997967,No,8900349.75976563,14770.6614176392
69,108201,2,5,12,4.686,0,4.686,4119277.9140625,11247.3446548112,66,224200,4,1,1,53.635,0,53.635,370873.89105224604,2628.8471751641396,226235e5-ed09-46ec-b6f9-e4023e74e2a2,65,108201,2,Porter Ranch NC,12,Porter Ranch NC,5,108201,2019,0.0,0,0.0,0.0,0.0,0.0,No,30201163.8349609,30448.9409062567
70,108202,2,5,12,0.0,0,0.0,8810781.8125,13459.013074062099,67,224420,6,1,1,1.0,0,1.0,356595.41723632795,2734.24094696537,22be4657-cffa-4c34-8eb5-54c1e3f4877a,66,108202,2,Porter Ranch NC,12,Porter Ranch NC,5,108202,2019,0.0,0,0.0,0.0,0.0,0.0,No,62139219.7001953,35260.079480863
71,109100,2,3,7,35.436,0,35.436,3975092.82421875,9733.62029528849,68,226410,6,2,9,15.734000000000002,0,15.734000000000002,282900.40802002,2173.27678034904,0bbf0c04-beac-4164-b21f-24f6f45eab1b,67,109100,2,Mission Hills NC,7,Mission Hills NC,3,109100,2019,22.791,28,50.791000000000004,21.803362,26.786632,48.589994,No,29140804.4130859,26339.4692943206
72,109200,2,3,12,0.0,0,0.0,1751685.640625,5544.07273546228,69,227020,6,2,9,18.029,0,18.029,440806.833374023,2796.50559143807,9748de57-19f9-4e95-9a85-8f8f6dc299d4,68,109200,2,Granada Hills North NC,12,Granada Hills North NC,3,109200,2019,11.203,0,11.203,24.321616,0.0,24.321616,No,12840801.310546901,15004.829239295901
73,109300,2,3,12,55.287,0,55.287,1810110.8671875,6460.0068396773795,70,228220,6,2,9,11.367,0,11.367,366623.690795898,2777.0557736734304,a849b308-e862-4fb0-bcf1-f8fb69313490,69,109300,2,Granada Hills North NC,12,Granada Hills North NC,3,109300,2019,17.397000000000002,0,17.397000000000002,36.543863,0.0,36.543863,No,13271645.1220703,17491.4335604101
74,109400,2,3,7,24.81,0,24.81,1895925.625,6477.2575764251205,71,228500,6,2,9,23.796999999999997,0,23.796999999999997,439249.38848877,2773.1775546037297,8c38bf13-b918-4621-85de-121422169e93,70,109400,2,Mission Hills NC,7,Mission Hills NC,3,109400,2019,8.693999999999999,0,8.693999999999999,17.434851000000002,0.0,17.434851000000002,No,13901737.1347656,17559.107962243997
75,109500,2,3,7,81.167,0,81.167,1752409.51171875,7603.123091928521,72,228900,6,2,9,39.458,0,39.458,516801.208374023,2946.67813800845,ccf56a57-d0f4-4ccd-89f8-57e516d5b9f6,71,109500,2,Mission Hills NC,7,Mission Hills NC,3,109500,2019,1.694,0,1.694,3.67579,0.0,3.67579,No,12946509.4375,20520.648889564898
76,109601,2,3,7,4.021,0,4.021,3298769.47265625,7415.863210419741,73,229410,6,2,9,27.951,0,27.951,543524.431335449,2961.5727164430396,6db085ff-2cc0-4596-b6b3-98314cd20bdb,72,109601,2,Mission Hills NC,7,Mission Hills NC,3,109601,2019,31.811,0,31.811,36.655621000000004,0.0,36.655621000000004,No,24193898.030273397,20079.5357486333
77,109603,2,3,7,50.078,0,50.078,1465712.13671875,4954.252877264879,74,231600,6,2,9,10.121,10,20.121,957308.293395996,3995.55630761812,0fe96d49-1b7a-46f2-a6b3-faf655b2163b,73,109603,2,Mission Hills NC,7,Mission Hills NC,3,109603,2019,22.023000000000003,0,22.023000000000003,57.107287,0.0,57.107287,No,10751059.9414063,13424.562283990701
78,109604,2,3,7,34.066,0,34.066,1724263.29296875,5300.09492886341,75,231900,6,2,9,94.53399999999999,0,94.53399999999999,569599.609619141,3077.60663612109,daa0dc21-a8a6-4ed7-9fb8-edf17c5ba610,74,109604,2,Mission Hills NC,7,Mission Hills NC,3,109604,2019,5.388,0,5.388,11.878717,0.0,11.878717,No,12645258.2666016,14357.8209242806
79,109700,2,3,12,13.202,0,13.202,2328918.73828125,6623.21092125495,76,232400,6,2,8,67.722,78,145.722,1115131.98553467,4243.689060881629,04898f9b-638d-4f9b-b64d-0603d62c5a43,75,109700,2,Granada Hills South NC,12,Granada Hills South NC,3,109700,2019,4.388,0,4.388,7.162458,0.0,7.162458,No,17079063.5253906,17939.3162964392
80,109800,2,3,12,5.102,0,5.102,2053412.4453125,6116.753329614809,77,121020,2,3,2,2.8310000000000004,0,2.8310000000000004,824786.415039063,4003.4789052645897,1a7b2bef-fb88-4c27-b04a-853317119363,76,109800,2,North Hills West NC,12,North Hills West NC,3,109800,2019,0.0,0,0.0,0.0,0.0,0.0,No,15061787.3935547,16580.052689770702
81,111100,2,5,12,0.0,0,0.0,1554810.80078125,5005.305609892971,78,121101,2,5,6,15.777999999999999,0,15.777999999999999,457715.132141113,3260.6103857618896,739427e0-37d6-4f7d-b4a2-ebd6920465a3,77,111100,2,Granada Hills South NC,12,Granada Hills South NC,5,111100,2019,0.0,0,0.0,0.0,0.0,0.0,No,11401024.0009766,13562.1882246525
82,111201,2,5,12,1.703,0,1.703,2808145.22265625,9293.31713759591,79,121102,2,3,6,201.885,0,201.885,7559613.26391602,11424.6290190184,9ccf292e-970c-4c07-b74c-bc1176f732ba,78,111201,2,Granada Hills South NC,12,Granada Hills South NC,5,111201,2019,4.119,0,4.119,5.577707,0.0,5.577707,No,20587430.6669922,25204.973483179103
83,111202,2,5,12,4.181,0,4.181,2740025.4609375,7658.18018331912,80,121221,2,3,6,0.0,0,0.0,493392.517028809,3349.4655513292896,813d1f2f-9355-4308-bdbe-5630bc3786ff,79,111202,2,Granada Hills South NC,12,Granada Hills South NC,5,111202,2019,4.912,0,4.912,6.815858,0.0,6.815858,No,20090916.347656302,20760.075066435802
84,111204,2,5,12,2.591,0,2.591,4859737.37109375,9582.18296304071,81,121801,2,3,6,14.902999999999999,0,14.902999999999999,486516.24340820295,3221.4951658724103,85b8fe03-337f-4c42-8286-9af6381cae36,80,111204,2,Northridge West NC,12,Northridge West NC,5,111204,2019,0.0,0,0.0,0.0,0.0,0.0,No,35639007.8945313,25935.6288025769
85,111205,2,5,12,1.591,0,1.591,1700728.12890625,5430.26025562949,82,122120,2,3,6,6.5120000000000005,0,6.5120000000000005,721006.965881348,4034.02698684031,9f5a5cb2-f0f5-4f43-8ee6-1dde46b4b8ca,81,111205,2,Northridge East NC,12,Northridge East NC,5,111205,2019,6.696000000000001,0,6.696000000000001,14.963816,0.0,14.963816,No,12474519.1005859,14716.8773544553
86,111206,2,5,12,0.0,0,0.0,3849723.0234375,8909.01786310349,83,122410,2,3,2,15.13,0,15.13,708591.0259399409,3391.26332437261,010584c9-76a9-49c6-92a5-ed4f1e76c753,82,111206,2,Northridge East NC,12,Northridge East NC,5,111206,2019,3.388,0,3.388,3.345968,0.0,3.345968,No,28228370.1972656,24117.445811464302
87,111301,2,5,12,10.532,0,10.532,2937170.4296875,7891.7652492321995,84,123103,2,3,2,33.528,0,33.528,902792.3984375,4081.77245403677,4620985e-7d2e-4943-a7ed-6a1a8b6d60bc,83,111301,2,Granada Hills South NC,12,Granada Hills South NC,5,111301,2019,7.507999999999999,0,7.507999999999999,9.717097,0.0,9.717097,No,21540274.0751953,21396.4129865071
88,111302,2,5,12,0.0,0,0.0,2278502.203125,6582.45294045398,85,123303,2,3,2,6.855,0,6.855,634953.308166504,3970.2019217152,1a112b87-5f40-431d-b473-07f982f1db39,84,111302,2,Northridge East NC,12,Northridge East NC,5,111302,2019,3.0,0,3.0,5.004245,0.0,5.004245,No,16712770.2519531,17844.0533764301
89,111400,2,5,12,2.0,0,2.0,2659125.546875,6698.832700594549,86,123510,2,3,2,3.353,0,3.353,800675.4578857421,3739.6022728337603,7a61a927-2039-4757-b11a-232065173936,85,111400,2,Granada Hills South NC,12,Granada Hills South NC,5,111400,2019,12.295,0,12.295,17.575038,0.0,17.575038,No,19503050.6845703,18135.1734926243
90,113101,2,5,12,3.095,0,3.095,3324379.37890625,7842.03331655942,87,123602,2,3,2,0.0,0,0.0,935937.8776245121,4325.535146932561,df275c4e-fa96-455c-8992-1961e33a2aca,86,113101,2,Chatsworth NC,12,Chatsworth NC,5,113101,2019,0.0,0,0.0,0.0,0.0,0.0,No,24378404.5058594,21233.8090943668
91,113102,2,5,12,14.664000000000001,0,14.664000000000001,5392276.3515625,9234.90320606838,88,123902,2,3,2,3.2460000000000004,0,3.2460000000000004,664086.167602539,3567.03468777765,8be574ce-55a3-458e-8364-46190189c004,87,113102,2,Chatsworth NC,12,Chatsworth NC,5,113102,2019,4.5760000000000005,0,4.5760000000000005,3.226253,0.0,3.226253,No,39541668.7666016,25013.931279316097
92,113211,2,5,12,0.0,0,0.0,10689156.734375,13973.1505324069,89,124104,2,3,2,10.536,0,10.536,325007.41394043,2418.2797009220103,1d95a516-3666-48ff-83d5-aee5879beec0,88,113211,2,Chatsworth NC,12,Chatsworth NC,5,113211,2019,1.425,0,1.425,0.506832,0.0,0.506832,No,78924836.2929688,37990.7791405066
93,113212,2,5,12,0.0,0,0.0,1467326.96484375,5216.89523218177,90,124203,2,3,2,1.831,0,1.831,324871.96228027303,2418.2837601082,1e727984-9f1f-4ee3-a4f6-35f129ec0be8,89,113212,2,Chatsworth NC,12,Chatsworth NC,5,113212,2019,4.388,0,4.388,11.367789,0.0,11.367789,No,10761266.099609401,14138.7376959166
94,113213,2,5,12,13.368,0,13.368,1908790.265625,6217.20862834495,91,124600,2,3,4,1.526,0,1.526,1117725.66064453,4358.08644166259,00c474b7-48f3-4cee-b934-a4a53db125be,90,113213,2,Chatsworth NC,12,Chatsworth NC,5,113213,2019,8.964,0,8.964,17.848623999999997,0.0,17.848623999999997,No,14001071.6699219,16855.4493973325
95,113231,2,5,12,11.56,0,11.56,6071077.28515625,15812.0865505977,92,124903,2,3,2,6.932,0,6.932,311725.410644531,2382.71510195281,173ff62d-780b-49d4-a53b-447f67b55e8c,91,113231,2,West Hills NC,12,West Hills NC,5,113231,2019,1.694,0,1.694,1.059819,0.0,1.059819,No,44582948.2363281,42873.9150945577
96,113232,2,5,12,6.285,0,6.285,3029270.484375,8711.538615595791,93,125320,2,3,2,12.845999999999998,0,12.845999999999998,633506.326721191,4008.4088260671297,9de0a721-5994-4ef3-96c7-746304e1f125,92,113232,2,West Hills NC,12,West Hills NC,5,113232,2019,9.66,0,9.66,12.111963000000001,0.0,12.111963000000001,No,22234365.9111328,23602.920360262597
97,113233,2,5,3,4.851,0,4.851,1677488.1953125,6170.46193627954,94,127102,2,3,2,4.676,0,4.676,860372.80682373,3751.02526144029,8b3e0503-3b22-48c3-b7a5-d2afa035092f,93,113233,2,Canoga Park NC,3,Canoga Park NC,5,113233,2019,67.22,0,67.22,152.204157,0.0,152.204157,No,12312317.5703125,16704.8293817395
98,113234,2,3,3,8.093,0,8.093,1500015.06640625,6202.15449299202,95,127103,2,3,2,11.058,0,11.058,305914.363464355,2291.98944664099,ba755ade-a8c4-4828-83a3-b8ff061580a9,94,113234,2,Canoga Park NC,3,Canoga Park NC,3,113234,2019,16.672,0,16.672,42.215453000000004,0.0,42.215453000000004,No,11010542.8818359,16791.1378231551
99,113235,2,5,3,0.0,0,0.0,2088426.15625,10684.983868463001,96,127300,2,3,6,7.337999999999999,0,7.337999999999999,1060410.57250977,4592.69291079049,badf3b9c-94af-4013-bdc1-bdd6ec615638,95,113235,2,Chatsworth NC,3,Chatsworth NC,5,113235,2019,0.0,0,0.0,0.0,0.0,0.0,Yes,15266439.7119141,28934.0261173308
100,113237,2,5,12,46.733999999999995,180,226.734,6964292.76953125,13460.0150846703,97,127604,2,3,6,15.367,0,15.367,434853.825805664,3015.2082457311894,a2d9e851-2302-4aab-a367-7f9d0d7886c6,96,113237,2,Chatsworth NC,12,Chatsworth NC,5,113237,2019,28.683000000000003,0,28.683000000000003,15.649961,0.0,15.649961,No,51088566.7451172,36473.3198796247
101,113301,2,5,12,14.790999999999999,0,14.790999999999999,3329541.64453125,8382.95664313134,98,127711,2,3,6,2.8310000000000004,0,2.8310000000000004,945545.14666748,4127.4779195621795,7fadbee9-ba61-4aa0-a3a1-dcb9dcb8e9b7,97,113301,2,Northridge West NC,12,Northridge West NC,5,113301,2019,13.715,0,13.715,15.652206,0.0,15.652206,No,24427624.7519531,22679.881382853502
102,113303,2,5,12,50.501999999999995,11,61.501999999999995,5986629.15234375,11453.4293721026,99,127805,2,3,6,22.459,0,22.459,615554.53717041,4028.3036349470794,0da0423e-888c-4386-9e69-a29944155f1b,98,113303,2,Chatsworth NC,12,Chatsworth NC,5,113303,2019,24.315,0,24.315,15.433121,0.0,15.433121,No,43922207.5058594,31052.548671583798
103,113321,2,5,12,14.16,0,14.16,1538297.9921875,5043.26610401718,100,128302,2,3,6,21.633000000000003,0,21.633000000000003,690019.014160156,3794.2458339189598,5847ce58-245d-4e4b-83d4-6f9f688181ca,99,113321,2,Chatsworth NC,12,Chatsworth NC,5,113321,2019,2.0,0,2.0,4.941432,0.0,4.941432,No,11283843.9306641,13666.111179989799
104,113322,2,5,12,10.187000000000001,0,10.187000000000001,2621427.2578125,7420.97648033011,101,128702,2,3,4,1.831,0,1.831,1656287.09259033,5188.42386918276,afb3d0f6-5dc5-4293-9b7c-a36905419429,100,113322,2,Chatsworth NC,12,Chatsworth NC,5,113322,2019,0.0,0,0.0,0.0,0.0,0.0,No,19228163.7421875,20121.202806994
105,113401,2,3,12,9.19,0,9.19,3595407.82421875,7641.639062945359,102,131010,2,3,12,0.0,0,0.0,1074983.55328369,4427.426866699029,918c2944-5e39-47de-95c8-1462eda39555,101,113401,2,Northridge South NC,12,Northridge South NC,3,113401,2019,23.775,0,23.775,25.116685999999998,0.0,25.116685999999998,No,26388865.8105469,20702.9183452753
106,113421,2,3,3,35.109,0,35.109,3234371.09375,7986.419092040301,103,131300,2,3,12,22.199,0,22.199,1119773.02435303,4391.7003998738,d894edfe-662d-4d07-aeb3-73bc21771ceb,102,113421,2,Winnetka NC,3,Winnetka NC,3,113421,2019,42.316,0,42.316,49.701128999999995,0.0,49.701128999999995,No,23735630.3173828,21648.326493546203
107,113422,2,3,3,0.0,0,0.0,2243075.6640625,6710.84154574156,104,131701,2,3,3,1.831,0,1.831,660707.444396973,3251.48485214091,15fed522-5881-4fc0-b704-afe1e8f12cdf,103,113422,2,Winnetka NC,3,Winnetka NC,3,113422,2019,8.504,0,8.504,14.399264000000002,0.0,14.399264000000002,No,16464796.7744141,18198.9112278383
108,115101,2,3,12,5.0,0,5.0,5694869.890625,9751.34047418245,105,132001,2,3,6,9.077,0,9.077,970141.947509766,4019.73081602755,02814c0a-d290-414a-beea-c01afb017a24,104,115101,2,Northridge East NC,12,Northridge East NC,3,115101,2019,2.523,0,2.523,1.683255,0.0,1.683255,No,41786510.7558594,26402.0680907312
109,115103,2,5,12,0.0,0,0.0,2232295.19140625,8237.87575241072,106,132300,2,3,3,26.497,0,26.497,1280231.5614623998,4815.47634997372,8412a1e7-1b02-45d9-965d-3e398e4f7b89,105,115103,2,Northridge East NC,12,Northridge East NC,5,115103,2019,6.422999999999999,0,6.422999999999999,10.933223,0.0,10.933223,No,16378029.707031302,22291.8180816925
110,115104,2,3,12,12.360999999999999,0,12.360999999999999,1496387.515625,7504.977673656509,107,133000,2,3,3,6.676,0,6.676,1009150.53326416,4313.33023961447,5d5ba197-1cb5-4d6c-a016-74c30f42b973,106,115104,2,Northridge East NC,12,Northridge East NC,3,115104,2019,1.5759999999999998,0,1.5759999999999998,4.001369,0.0,4.001369,No,10980612.994140599,20303.2678482965
111,115201,2,3,12,3.095,0,3.095,2013502.796875,6714.8138368480795,108,134001,2,3,3,8.744,0,8.744,583964.831115723,3703.6121530016703,9069dc83-66c1-4d86-9e12-0451c708512d,107,115201,2,Northridge East NC,12,Northridge East NC,3,115201,2019,1.694,0,1.694,3.196903,0.0,3.196903,No,14772246.1269531,18196.7551355824
112,115202,2,3,12,25.674,97,122.67399999999999,2553969.953125,6921.249281512739,109,134104,2,3,3,2.0,0,2.0,649002.451293945,3222.2056182581,3bb4f859-4cb7-49e2-b21d-f9de3e401ba6,108,115202,2,Northridge South NC,12,Northridge South NC,3,115202,2019,9.896,0,9.896,14.719819000000001,0.0,14.719819000000001,No,18742198.5878906,18834.9341237609
113,115301,2,3,12,0.0,0,0.0,2407621.36328125,8079.93713272583,110,134304,2,3,3,1.0,0,1.0,1022108.19311523,4140.29220495728,a49844ba-207b-4c20-83da-7656e763a75c,109,115301,2,Northridge West NC,12,Northridge West NC,3,115301,2019,8.658999999999999,0,8.658999999999999,13.665622,0.0,13.665622,No,17665156.9863281,21879.163863217902
114,115302,2,3,12,16.898,0,16.898,1228562.4765625,4640.02761684398,111,134306,2,3,3,23.004,0,23.004,620782.328308105,3153.67879676549,518db96e-28e4-4fbe-8c1f-ab4908bb9519,110,115302,2,Northridge South NC,12,Northridge South NC,3,115302,2019,2.0,0,2.0,6.183164,0.0,6.183164,No,9017307.38769531,12561.7024732306
115,115401,2,3,12,1.0,0,1.0,2793613.60546875,7533.95510370495,112,134520,2,3,3,49.415,0,49.415,968835.067565918,4015.3487880187604,fa8530f4-73f6-4918-96a3-01f5905bbc70,111,115401,2,Northridge South NC,12,Northridge South NC,3,115401,2019,0.0,0,0.0,0.0,0.0,0.0,No,20504740.6904297,20433.2578487626
116,115403,2,3,12,10.379000000000001,0,10.379000000000001,1031927.6171875,4102.22457363421,113,134710,2,3,3,17.788,0,17.788,571463.0358276371,3033.72963941433,28c5d548-0009-4bc1-986d-bc5792445fa2,112,115403,2,Northridge South NC,12,Northridge South NC,3,115403,2019,4.912,0,4.912,18.078937,0.0,18.078937,No,7574546.2734375,11112.7297350538
117,115404,2,3,12,2.095,0,2.095,1397885.68359375,4803.56434066358,114,134903,2,3,3,22.44,0,22.44,567828.394592285,3197.98766095468,fe01adcb-d4db-4fca-9876-0598aa83850b,113,115404,2,Northridge South NC,12,Northridge South NC,3,115404,2019,12.897,0,12.897,35.041833000000004,0.0,35.041833000000004,No,10260546.6796875,13011.864829316899
118,117101,2,3,7,16.274,0,16.274,1143388.890625,4318.49617532103,115,135111,2,3,3,1.0,0,1.0,1045126.10198975,4127.53718476106,3fbe6340-4dc6-405e-80f6-1e05441b4819,114,117101,2,North Hills East NC,7,North Hills East NC,3,117101,2019,0.0,0,0.0,0.0,0.0,0.0,No,8389736.74609375,11700.9531377149
119,117102,2,3,7,12.327,0,12.327,1523943.21484375,5065.19804288064,116,135201,2,3,12,33.402,0,33.402,1533349.6395873998,5647.22517144058,393bf251-f096-4824-84d5-469ec67b9ced,115,117102,2,North Hills East NC,7,North Hills East NC,3,117102,2019,5.082,0,5.082,12.672313,0.0,12.672313,No,11179900.6005859,13728.0045273289
120,117201,2,3,7,7.034,0,7.034,1158531.31640625,5057.486588180301,117,135202,2,3,12,39.817,0,39.817,1765504.94592285,5423.75613185339,7744ebc3-f710-45dc-b7ba-a38451b7151f,116,117201,2,North Hills West NC,7,North Hills West NC,3,117201,2019,11.507,0,11.507,37.740212,0.0,37.740212,No,8500391.15527344,13681.9222613535
121,117202,2,3,12,5.0,0,5.0,2663680.6328125,6680.77177693626,118,135203,2,3,12,1.831,0,1.831,4516589.39178467,10007.1144854012,d0c9cd4a-2e36-44f9-a693-ba021e4d09b9,117,117202,2,North Hills West NC,12,North Hills West NC,3,117202,2019,11.311,0,11.311,16.135088,0.0,16.135088,No,19543237.7939453,18088.763933462098
122,117301,2,3,12,0.0,0,0.0,1953829.97265625,5977.9904091729295,119,137103,2,3,3,15.957,0,15.957,769044.545898438,3566.0323593115504,9cbd8f64-365c-487b-b6c3-103f4d56f132,118,117301,2,North Hills West NC,12,North Hills West NC,3,117301,2019,0.0,0,0.0,0.0,0.0,0.0,No,14335043.4707031,16182.7392200492
123,117302,2,3,12,0.0,0,0.0,3009626.04296875,9682.6026135225,120,137104,2,3,3,4.0,0,4.0,2533086.43896484,7096.05167891523,40fea326-bfa7-4131-af69-c468042ee35f,119,117302,2,Northridge East NC,12,Northridge East NC,3,117302,2019,0.0,0,0.0,0.0,0.0,0.0,No,22084002.7607422,26192.673219918302
124,117303,2,3,12,49.22,0,49.22,2640467.98046875,6686.213316293471,121,137402,2,3,3,0.0,0,0.0,3095399.73492432,8472.55600409349,4386fff6-5069-41ff-8cc0-b936bbb26bb6,120,117303,2,North Hills West NC,12,North Hills West NC,3,117303,2019,5.584,0,5.584,8.032741,0.0,8.032741,No,19379844.625976603,18107.3995855897
125,117404,2,3,12,34.102,0,34.102,2589290.57421875,6536.27456003384,122,139001,2,3,5,0.0,0,0.0,1231323.45959473,5265.6859090109,65391453-4256-4e56-9580-a4be532a08bf,121,117404,2,North Hills West NC,12,North Hills West NC,3,117404,2019,22.796,0,22.796,33.441111,0.0,33.441111,No,19003745.633789103,17700.7861789496
126,117405,2,3,7,2.0,0,2.0,296022.04296875,2193.37544585555,123,139303,2,3,3,13.087,0,13.087,421303.93475341797,2754.77829192763,f6ea1840-05b8-47c1-9560-41f235322441,122,117405,2,North Hills East NC,7,North Hills East NC,3,117405,2019,0.0,0,0.0,0.0,0.0,0.0,No,2172026.96191406,5942.75308442329
127,117407,2,3,6,9.0,0,9.0,290861.5546875,2175.0068376858103,124,139503,2,3,5,0.0,0,0.0,353158.69433593797,2472.79370814818,e61fe209-1f9f-436b-80b3-53392e8f6c42,123,117407,2,North Hills East NC,6,North Hills East NC,3,117407,2019,5.774,0,5.774,75.406745,0.0,75.406745,No,2134656.03613281,5893.94954349235
128,117408,2,3,6,57.393,0,57.393,552089.8671875,3045.49447587973,125,139801,2,3,3,0.0,0,0.0,3683733.4329834,8185.90190558489,d4899c27-08c5-42fc-bf64-de37682cb089,124,117408,2,North Hills East NC,6,North Hills East NC,3,117408,2019,3.576,0,3.576,24.601019,0.0,24.601019,No,4052705.22070313,8247.550037535359
129,117510,2,3,7,14.946,0,14.946,491493.01171875,3017.47838154117,126,141102,2,3,4,4.0,0,4.0,801666.1690673829,4566.62391702526,ba37946e-c91b-4c44-92eb-2edc9452eebc,125,117510,2,North Hills East NC,7,North Hills East NC,3,117510,2019,0.0,0,0.0,0.0,0.0,0.0,No,3606869.19335938,8181.368787498291
130,117520,2,3,6,20.289,15,35.289,477682.25390625,2866.7785796069606,127,141303,2,3,4,5.449,0,5.449,262830.064819336,2153.05064062557,a0e926ba-49a7-4837-8b7a-37e3b6ca1ddd,126,117520,2,North Hills East NC,6,North Hills East NC,3,117520,2019,32.181999999999995,24,56.181999999999995,255.913436,190.84962,446.763055,No,3505745.25878906,7771.7496714899
131,117530,2,3,6,70.839,0,70.839,816569.33984375,3672.6055755532,128,143100,2,3,4,4.0,0,4.0,1779393.7689209,5721.6111250017,54bab048-0a9e-4d9f-85f2-6361b596fb3b,127,117530,2,North Hills East NC,6,North Hills East NC,3,117530,2019,17.625,0,17.625,81.978773,0.0,81.978773,No,5993473.60839844,9949.7780917273
132,119001,2,3,6,3.6860000000000004,0,3.6860000000000004,1564325.515625,5135.3422696508205,129,143902,2,3,4,1.0,0,1.0,2527797.11224365,9448.54898639904,12ed600b-239a-4db8-9906-57d4ab29a2a5,128,119001,2,Arleta NC,6,Arleta NC,3,119001,2019,22.505,0,22.505,54.650496999999994,0.0,54.650496999999994,No,11479836.232421901,13913.0596144
133,119002,2,3,6,19.422,0,19.422,2485031.2734375,7951.8486083606995,130,183101,4,1,14,7.676,0,7.676,982694.5454711909,5005.65219304535,e6ddf159-1c75-43ce-927e-39376b55451a,129,119002,2,Arleta NC,6,Arleta NC,3,119002,2019,12.950999999999999,0,12.950999999999999,19.804085,0.0,19.804085,No,18231748.7753906,21534.1134829478
134,119201,2,3,6,16.211,0,16.211,1396923.8125,4781.39040720942,131,183221,4,1,14,0.0,0,0.0,698703.2022705079,3673.7495669760706,f60f4155-5851-4604-a804-b7afec055e86,130,119201,2,Arleta NC,6,Arleta NC,3,119201,2019,12.523,0,12.523,34.06641,0.0,34.06641,No,10248353.6484375,12948.264489481002
135,119202,2,3,6,2.095,0,2.095,1421890.90234375,6223.83950322344,132,183520,4,1,1,20.565,0,20.565,420158.182922363,2776.31036704586,95e0be26-4664-4fff-9592-3cbe97ef9afe,131,119202,2,Arleta NC,6,Arleta NC,3,119202,2019,16.296,0,16.296,43.560926,0.0,43.560926,No,10429342.3828125,16847.761011196002
136,119310,2,3,6,1.591,0,1.591,629191.9375,3709.0150309778205,133,183702,4,1,14,7.864,0,7.864,901283.917907715,5020.94757605563,a8dd14b3-e991-4fa7-a397-c24627c7c1e3,132,119310,2,Panorama City NC,6,Panorama City NC,3,119310,2019,3.388,0,3.388,20.461562,0.0,20.461562,No,4615820.86914063,10046.1956336481
137,119320,2,3,6,3.181,0,3.181,728456.44921875,3453.4448438956606,134,185204,4,1,1,0.0,0,0.0,940481.118225098,4491.36094631703,796ff30d-fcdd-4d6a-ab57-fe38aef9fe4c,133,119320,2,Panorama City NC,6,Panorama City NC,3,119320,2019,1.0,0,1.0,5.215636,0.0,5.215636,No,5345283.96679688,9352.22924687696
138,119340,2,3,6,1.591,0,1.591,179150.23046875,1710.52743485433,135,186201,4,1,1,9.0,0,9.0,528478.59552002,3543.21454031242,d167e315-fd26-4529-a3af-4e65225ed56f,134,119340,2,Panorama City NC,6,Panorama City NC,3,119340,2019,0.0,0,0.0,0.0,0.0,0.0,No,1314650.43847656,4632.322819426599
139,119341,2,3,6,7.829,0,7.829,478737.0390625,3083.9890594284198,136,186403,4,1,1,33.184,0,33.184,538570.710693359,3603.3502382454,0777e15f-f9bb-4991-bcaa-df4ba8471877,135,119341,2,Panorama City NC,6,Panorama City NC,3,119341,2019,0.0,0,0.0,0.0,0.0,0.0,No,3512742.83886719,8359.13733866905
