FID,Tract,SPA,SD,CD,totUnshelt,totSheltPe,totPeople,Shape__Area,Shape__Length
388,186202,4,1,1,24.208,0,24.208,597168.09765625,4073.26078179526
389,186203,4,1,1,16.586,0,16.586,1232520.30078125,5833.26486991088
390,186301,4,1,13,2.926,0,2.926,1699898.84765625,6597.62624412678
391,186302,4,1,1,16.759,0,16.759,2465362.2265625,6607.53890025162
392,186401,4,1,13,19.35,0,19.35,1405630.80078125,6591.70161683223
393,186403,4,1,1,37.692,0,37.692,789875.2890625,4424.92050473753
394,186404,4,1,1,13.803,0,13.803,586592.8359375,3270.85677121573
395,187101,4,1,13,14.397,0,14.397,1152654.43359375,4761.54611147607
396,187102,4,1,13,18.24,0,18.24,3213111.08984375,14156.6386728898
397,187200,4,1,13,14.038,0,14.038,1391803.78125,5734.51717170358
398,187300,4,1,13,18.607,0,18.607,1707175.64453125,7149.20051890893
399,188100,4,3,13,38.29,0,38.29,3109394.04296875,9610.17153895223
400,188201,4,3,4,5.399,0,5.399,1135408.23828125,6278.87052235804
401,188202,4,3,4,3,0,3,1109734.89453125,4329.72174528248
402,188300,4,3,13,6.276,0,6.276,1349928.7890625,4679.88849047869
403,189101,4,3,4,7.734,0,7.734,577917.23046875,3043.45267916199
404,189102,4,3,4,5,0,5,913149.35546875,4430.93216428199
405,189201,4,3,4,19.296,0,19.296,476233.94921875,2928.19720597075
406,189202,4,3,4,3.616,0,3.616,1510598.9921875,6415.66236962697
407,189300,4,3,4,2,0,2,2778586.671875,9511.71283106301
408,189400,4,3,4,10.7,10,20.7,2116331.015625,10780.1267045999
409,189500,4,3,4,3.095,0,3.095,865998.66796875,4797.78653520021
410,189600,4,3,4,24.264,0,24.264,1580241.28125,7478.8345006984
411,189701,4,3,4,9.959,0,9.959,6358116.5390625,14399.7259083031
412,189702,4,3,4,12.108,0,12.108,2136521.3984375,8542.15418699649
413,189800,4,3,4,11,0,11,1066881.34765625,4672.74274473489
414,189902,4,3,4,9.734,0,9.734,533636.8203125,3161.60032856798
415,189903,4,3,4,3,0,3,122774.21875,1528.00408477484
416,189904,4,3,4,12.58,0,12.58,233344.8515625,1946.67928770787
417,189905,4,3,4,19.218,0,19.218,377750.296875,2572.06098637977
418,190100,4,3,13,36.389,0,36.389,878109.12109375,4059.90469432959
419,190201,4,3,13,16.851,8,24.851,331706.50390625,2560.85225305047
420,190202,4,3,13,38.214,0,38.214,309060.98828125,2447.14170252084
421,190301,4,3,13,5.926,9,14.926,589860.77734375,4446.85485583223
422,190401,4,3,13,5.108,0,5.108,244080.19140625,1972.70877308377
423,190402,4,3,13,6.808,0,6.808,229773.921875,1924.52905225479
424,190510,4,3,13,10.926,0,10.926,465504.4921875,2938.97456218335
425,190520,4,3,13,1.808,0,1.808,356682.5390625,2435.79377867433
426,190700,4,3,13,83.406,29,112.406,939346.33984375,4606.19724553265
427,190801,4,3,13,139.223,0,139.223,473920.46484375,2922.99193966345
428,190802,4,3,13,38.219,0,38.219,711579.328125,3409.93131455326
429,190901,4,3,13,71.059,100,171.059,716603.98046875,3425.12879519744
430,190902,4,3,13,28.312,0,28.312,711915.640625,3412.6746438738
431,191000,4,3,13,52.251,101,153.251,948472.37109375,4120.23694214691
432,191110,4,3,13,24.214,0,24.214,398743.75,2764.17806143949
433,191120,4,3,13,22.389,0,22.389,554988.7109375,3083.8446209324
434,191201,4,3,13,29.959,0,29.959,836677.51171875,3667.20170292669
435,191203,4,3,13,24.522,0,24.522,299977.49609375,2206.30466673699
436,191204,4,3,13,6.989,0,6.989,293950.99609375,2181.81024918541
437,191301,4,3,13,50.807,9,59.807,399852.5390625,3144.69245998137
438,191302,4,3,13,24.011,0,24.011,617640.43359375,3448.18115151804
439,191410,4,3,13,12.11,0,12.11,455143.3984375,2740.0929329556
440,191420,4,2,13,6,0,6,332031.7734375,2435.73663130701
441,191500,4,3,13,16.808,0,16.808,937459.83203125,3806.01754119377
442,191610,4,2,13,79.067,0,79.067,610334.2734375,3468.14821102572
443,191620,4,3,13,38.517,0,38.517,335003.5078125,2587.72855279705
444,191710,4,3,13,12.819,0,12.819,1035723.84765625,4865.24243265412
445,191720,4,3,13,6.923,0,6.923,386361.03125,2558.92556542841
446,191810,4,3,13,48.704,0,48.704,590878.6484375,3399.6263331531
447,191820,4,3,13,44.004,0,44.004,591542.0703125,3401.55507986485
448,191901,4,3,4,55.198,16,71.198,1130160.86328125,4378.12729895277
449,191902,4,3,5,24.839,0,24.839,1061486.73828125,4261.91054237497
450,192001,4,3,5,18.919,0,18.919,775758.796875,4272.6797989124
451,192002,4,3,5,19.107,0,19.107,1254436.04296875,4719.92014750764
452,192300,4,3,4,5,0,5,1285258.6015625,4605.30561900349
453,192410,4,3,4,4,0,4,999428.23828125,3999.12796317339
454,192420,4,2,4,1,0,1,474805.375,2926.21469551562
455,192510,4,2,13,14.574,0,14.574,497960.421875,2993.23406705973
456,192520,4,2,13,1,0,1,449815.20703125,2878.87407538038
457,192610,4,2,13,81.814,0,81.814,607081.90234375,3370.03746163441
458,192620,4,2,13,31.512,0,31.512,355910.84765625,2675.50103706289
459,192700,4,2,13,117.051,128,245.051,776286.09765625,3543.20644206057
460,194101,4,3,4,7.371,0,7.371,3718636.10546875,12497.0684943952
461,194102,4,3,4,15.278,0,15.278,5124364.12109375,14117.4207218765
462,194200,4,3,4,0,0,0,3806371.78125,10893.0559894322
463,194300,4,3,4,0,0,0,3610250.546875,12962.6958000003
464,194401,4,3,5,6.926,0,6.926,680712.6484375,3594.42071160681
465,194402,4,3,5,9.851,0,9.851,861091.89453125,5343.91747726063
466,194500,4,3,5,49.926,0,49.926,1001492.640625,5513.36133773396
467,195100,4,1,4,1.808,0,1.808,2771269.41015625,8009.11280935718
468,195201,4,3,4,0,0,0,878617.90234375,5084.0801718197
469,195202,4,3,4,3.686,0,3.686,1283746.95703125,5353.37820698336
470,195300,4,3,4,26.129,0,26.129,848490.26953125,4077.36527024668
471,195400,4,1,13,27.939,0,27.939,1506039,6283.63072545378
472,195500,4,1,13,21.868,0,21.868,1776207.890625,7364.22684502893
473,195600,4,1,13,34.442,42,76.442,771006.56640625,4113.23658287428
474,195710,4,1,13,45.047,243,288.047,706348.54296875,3597.75677394701
475,195720,4,1,13,30.321,0,30.321,421606.9453125,3076.81768557724
476,195802,4,1,13,56.527,0,56.527,588164.06640625,3658.41972934039
477,195803,4,1,13,6.19,0,6.19,551535.6796875,3321.89731831926
478,195804,4,1,13,30.765,0,30.765,490796.4140625,2841.43850778982
479,195901,4,1,13,7.494,0,7.494,425170.96484375,3021.03864189385
480,195902,4,1,13,0,0,0,508189.34375,3029.68034293623
481,195903,4,1,13,13.612,0,13.612,347936.09375,2484.55060449442
482,197200,4,1,13,20.447,0,20.447,1139507.7109375,5474.48718627348
483,197300,4,1,13,1.703,0,1.703,956123.3125,5609.81242193672
484,197410,4,1,13,8.494,0,8.494,2037513.94921875,6831.54991714162
485,197420,4,1,13,4,70,74,899655.8203125,4285.29814504736
486,197500,4,1,1,79.625,31,110.625,935815.4296875,3839.0451975596
487,197600,4,1,1,30.227,0,30.227,567293.82421875,3836.16177829893
488,197700,4,1,1,2,0,2,1025273.26171875,5130.60011336027
489,199000,4,1,1,101.763,0,101.763,2280659.94921875,7017.45430058236
490,199110,4,1,14,2.095,69,71.095,1318284.84375,5255.47900962314
491,199120,4,1,1,23.745,0,23.745,1405310.08203125,6067.31819479029
492,199201,4,1,1,35.259,0,35.259,577469.671875,3291.43323290848
493,199202,4,1,1,1,0,1,1394343.30859375,6742.62858673587
494,199300,4,1,1,8.211,0,8.211,3788282.1328125,11664.0314194898
495,199400,4,1,1,17.227,0,17.227,1018954.68359375,6243.55551247767
496,199700,4,1,1,18.133,0,18.133,1417968.55859375,5109.23894729247
497,199800,4,1,1,8.596,0,8.596,951524.66796875,3962.9200358519
498,199900,4,1,1,14.569,0,14.569,647181.859375,3741.01667993687
499,201110,4,1,14,14.325,0,14.325,1482159.5390625,5966.7323040905
500,201120,4,1,14,14.664,0,14.664,1155727.92578125,5106.40324878215
501,201200,4,1,14,12.305,0,12.305,644141.30078125,3846.9680434552
502,201301,4,1,14,19.989,0,19.989,1275701.01953125,7394.08921902799
503,201302,4,1,14,3.686,0,3.686,1449869.984375,5531.98621305482
504,201401,4,1,14,12.983,0,12.983,1902421.140625,5638.64239871796
505,201402,4,1,14,6.494,0,6.494,2836120.88671875,7003.34545042316
506,201501,4,1,14,14.569,0,14.569,1295812.48828125,5321.46088902809
507,201503,4,1,14,2,0,2,642148.14453125,3390.80331925513
508,201504,4,1,14,11.266,0,11.266,538294.4765625,3548.95326070104
509,201601,4,1,14,9.589,0,9.589,789606.98828125,4100.21727082917
510,201602,4,1,14,33.561,0,33.561,1557376.76953125,6983.87164711082
511,201700,4,1,14,7.876,0,7.876,2475934.23046875,7837.14028321151
512,203100,4,1,14,0,0,0,960300.3125,4361.19079791448
513,203200,4,1,14,2.926,0,2.926,753558.02734375,3760.64735614441
514,203300,4,1,14,22.343,0,22.343,2179057.76171875,5748.9735341368
515,203500,4,1,14,41.838,0,41.838,2421216.30078125,6927.04883769929
516,203600,4,1,14,3,14,17,808186.26171875,3934.4051771668
517,203710,4,1,14,0,0,0,411923.171875,2806.91282395046
518,203720,4,1,14,3,0,3,468796.6484375,2932.94459265661
519,203800,4,1,14,4.19,0,4.19,711677.51171875,3482.89388533185
520,203900,4,1,14,17.122,0,17.122,655230.9296875,4607.70351724509
521,204110,4,1,14,15.19,0,15.19,881508.41015625,3758.32605253658
522,204120,4,1,14,0,0,0,384512.26171875,2568.47246173025
523,204200,4,1,14,3,0,3,439788.421875,2806.72314136253
524,204300,4,1,14,11.995,0,11.995,939452.28125,4009.62643651234
525,204410,4,1,14,6.998,0,6.998,433503.33984375,2801.66619609784
526,204420,4,1,14,3,119,122,441055.45703125,2820.81784286575
527,204600,4,1,14,29.532,0,29.532,848182.9609375,4511.1434487906
528,204700,4,1,14,48.877,0,48.877,1475844.671875,4912.48638161946
529,204810,4,1,14,11.44,0,11.44,1123266.484375,4484.70013072325
530,204820,4,1,14,9.797,0,9.797,467448.0546875,3071.57134970463
531,204910,4,1,14,3,0,3,756509.5234375,3543.5527538917
532,204920,4,1,14,32.919,0,32.919,1327870.41796875,4711.60715547999
533,205110,4,1,14,5.591,0,5.591,418812.515625,3396.38887012757
534,205120,4,1,14,35.09,72,107.09,2139489.0078125,7388.57091770826
535,206010,4,1,1,20.392,0,20.392,2101890.078125,7762.72702836688
536,206020,4,1,14,22.479,0,22.479,1272359.69921875,4431.62698871589
537,206031,4,1,14,139.374,0,139.374,6908250.23828125,13649.5299619126
538,206032,4,1,14,85.273,78,163.273,1435461.19140625,5036.88029930931
539,206050,4,1,14,41.411,0,41.411,2539210.1953125,9385.8057140338
540,206200,4,1,14,519.496,81,600.496,845099.84765625,4303.83268266374
541,206300,4,2,14,1211.044,2018,3229.044,900344.71875,4850.99054392041
542,207101,4,1,1,64.642,0,64.642,438488.2109375,2844.53946394088
543,207102,4,1,1,189.201,0,189.201,606241.1640625,3651.33769370255
544,207103,4,1,1,10.749,0,10.749,473499.15234375,3545.80612094409
545,207301,4,1,14,148.438,447,595.438,628028.7109375,4491.29792707163
546,207302,4,1,14,59.553,0,59.553,374061.9375,3039.05776310878
547,207400,4,1,14,129.025,0,129.025,1269816.19921875,5588.74957687089
548,207501,4,1,14,18.926,0,18.926,196192.00390625,1803.18403122799
549,207502,4,1,14,54.845,0,54.845,611013.42578125,3371.72751827715
550,207710,4,1,14,100.845,52,152.845,1608517.69140625,6342.5772134509
551,207900,4,1,14,81.412,0,81.412,1318513.69921875,4728.45907403205
552,208000,4,1,1,27.792,0,27.792,1418660.16796875,5247.21736814311
553,208301,4,1,13,2.808,0,2.808,135780.2890625,1910.01635614135
554,208302,4,1,13,3.686,96,99.686,642707.99609375,3632.52138339174
555,208401,4,1,13,5.629,0,5.629,335514.140625,2316.49213402361
556,208402,4,1,13,43.831,0,43.831,498470.61328125,3176.1895548031
557,208501,4,1,13,27.754,0,27.754,355344.9921875,2416.65577413406
558,208502,4,1,13,19.107,0,19.107,381356.40234375,2497.2027680612
559,208610,4,1,13,21.806,0,21.806,511585.6328125,3048.65953258465
560,208620,4,1,13,8.819,0,8.819,473847.90625,3021.34726778806
561,208710,4,2,1,9.362,0,9.362,248911.3671875,2082.16611636364
562,208720,4,2,1,25.314,186,211.314,240641.2578125,2551.0678029601
563,208801,4,1,1,264.416,0,264.416,392130.59375,2875.38234526602
564,208802,4,1,1,12.288,0,12.288,308942.41796875,2837.63200572502
565,208902,4,1,1,14.028,0,14.028,268814.4140625,2084.19121922886
566,208903,4,1,1,34.872,168,202.872,232668.49609375,2594.57573126636
567,208904,4,1,1,6,0,6,163747.8515625,1682.05021571432
568,209102,4,1,1,29.153,29,58.153,445236.515625,3082.16663839526
569,209103,4,1,1,1,0,1,181136.4921875,1729.66918866887
570,209104,4,1,1,1.808,98,99.808,102184.71484375,1415.29225862885
571,209200,4,1,1,31.245,0,31.245,600554.390625,3223.23551613584
572,209300,4,1,1,50.596,0,50.596,447334.3828125,2919.10053210709
573,209401,4,1,1,47.157,0,47.157,314993.203125,2346.89510494315
574,209402,4,1,1,25.22,0,25.22,198970.46875,1786.622860727
575,209403,4,1,1,16.383,0,16.383,201834.7890625,1798.54031468142
576,209510,4,1,1,33.743,0,33.743,266509.828125,2139.69406543566
577,209520,4,1,1,44.443,0,44.443,337597.06640625,2381.9970780434
578,209810,4,1,1,4.851,0,4.851,218798.921875,1995.52116715915
579,209820,4,1,1,1.926,0,1.926,261540.51171875,2095.73549911427
580,210010,4,1,1,35.427,0,35.427,596682.6015625,3280.53011482906
581,211000,4,3,4,8.777,0,8.777,3881410.4609375,9270.88847358316
582,211120,4,2,13,49.304,0,49.304,828422.2734375,3879.31952323964
583,211121,4,2,13,33.06,0,33.06,312577.90234375,2799.20656001307
584,211122,4,2,13,71.46,0,71.46,534118.33984375,3050.48779877178
585,211201,4,2,13,1.926,0,1.926,203642.66015625,1811.41931261953
586,211202,4,2,13,2.926,0,2.926,261796.47265625,2048.09199437774
587,211310,4,2,13,0,0,0,210316.80859375,1841.91068253656
588,211320,4,2,13,7.612,0,7.612,272154.59375,2090.39214243058
589,211410,4,2,10,8.257,0,8.257,395662.25,2766.19134784208
590,211420,4,2,10,1.926,0,1.926,556795.3203125,3094.37567645351
591,211500,4,3,4,9.48,0,9.48,1328207.5078125,4826.36998846515
592,211701,4,3,4,2.926,0,2.926,951781.10546875,3881.75924733437
593,211703,4,2,4,7.777,0,7.777,268970.17578125,2098.70259210921
594,211704,4,2,10,8.629,0,8.629,270170.13671875,2117.09194613431
595,211802,4,2,10,40.735,0,40.735,475371.58203125,2922.3020778349
596,211803,4,2,10,6.58,0,6.58,203840.671875,1811.3848094577
597,211804,4,2,10,13.145,0,13.145,271673.484375,2089.37965864086
598,211910,4,2,10,2.703,0,2.703,201558.29296875,1802.02487930245
599,211921,4,2,10,23.038,0,23.038,135377.7734375,1530.66354310501
600,211922,4,2,10,3.511,0,3.511,135711.703125,1531.84050268111
601,212101,4,2,10,10.926,0,10.926,271388.60546875,2088.52694346848
602,212102,4,2,10,6.997,0,6.997,202548.64453125,1806.45257578974
603,212202,4,2,1,2,0,2,301569.4921875,2385.67068820236
604,212203,4,2,10,14.101,0,14.101,155292.98828125,1659.21591995452
605,212204,4,2,1,65.237,0,65.237,311396.10546875,2264.84316033334
606,212303,4,2,10,7,0,7,227347.2890625,1923.23307194401
607,212304,4,2,10,4.511,0,4.511,300431.5390625,2322.43506038999
608,212305,4,2,10,13.778,0,13.778,157825.3671875,1605.70793322887
609,212306,4,2,10,12.232,0,12.232,236495.6015625,1958.05211315107
610,212410,4,2,10,2,0,2,229598.5625,2045.04260499696
611,212420,4,2,10,3.926,0,3.926,209522.87890625,1825.60824899888
612,212501,4,2,10,2.095,0,2.095,116254.7578125,1402.05286558022
613,212502,4,2,10,29.449,0,29.449,416404.859375,3043.51338594317
614,212610,4,2,4,14.102,0,14.102,521691.41796875,3083.04133066059
615,212620,4,2,4,2.808,0,2.808,421546.4296875,2925.47902433433
616,212701,4,2,4,3.903,0,3.903,685875.23828125,3936.55856778055
617,212702,4,2,4,3.903,0,3.903,1286264.92578125,4962.09497699235
618,212800,4,2,10,13.019,0,13.019,1140978.08203125,4322.50569496464
619,212900,4,2,10,17.611,0,17.611,545607.87890625,3296.48936747844
620,213100,4,2,10,17.052,0,17.052,784280.4609375,3870.34727073775
621,213201,4,2,10,33.514,0,33.514,489163.15625,3021.11556357612
622,213202,4,2,10,1,0,1,493471.2109375,2996.3451509947
623,213310,4,2,1,9.48,0,9.48,455768.48046875,2884.62128187077
624,213320,4,2,1,19.959,0,19.959,454820.4765625,2894.00761296076
625,213401,4,2,1,6.772,0,6.772,286397.65234375,2328.44392557838
626,213402,4,2,1,4.851,0,4.851,572228.76953125,3058.65736559379
627,214000,4,3,5,11.777,0,11.777,1478046.328125,4921.83797186588
628,214100,4,3,5,7.734,0,7.734,1619401.359375,5207.29045612783
629,214400,4,3,5,14.552,0,14.552,503053.35546875,2930.31053738583
630,214501,4,3,4,13.554,0,13.554,1099230.72265625,5172.7786842299
631,214502,4,3,4,2.926,0,2.926,377207.83984375,2910.52226387805
632,214503,4,3,4,2,0,2,339388.8125,2573.30704290729
633,214600,4,3,5,8,0,8,849184.8046875,3724.62244363113
634,214700,4,3,5,4.703,0,4.703,866815.546875,3766.21227753729
635,214800,4,3,5,6.926,0,6.926,842871.18359375,4147.07654372985
636,214901,4,3,5,0,0,0,456874.3203125,2725.57296946531
637,214902,4,3,5,14.389,0,14.389,740521.046875,3611.5258486739
638,215101,4,3,4,11.777,0,11.777,518597.1953125,3791.47719382818
639,215102,4,3,4,4,0,4,376454.43359375,3011.78314226524
640,216100,4,2,4,3.926,0,3.926,985938.12890625,4123.68639641758
641,216200,4,2,4,3.095,0,3.095,1408613.90234375,5145.15669560533
642,216300,4,2,5,1,0,1,1859246.51171875,6972.71471691909
643,216401,5,3,5,7.629,0,7.629,598794.84765625,3137.23363019745
644,216402,5,3,5,1,0,1,335152.1484375,2357.0943364611
645,216700,4,2,10,3.616,0,3.616,1136029.51953125,4313.94525849097
646,216800,4,2,5,10.517,0,10.517,1080571.84765625,4252.02193075806
647,216900,4,2,10,26.204,0,26.204,1598428.19140625,5561.89142812255
648,217001,5,2,5,3.926,0,3.926,801096.51953125,4032.58775346337
649,217002,5,2,5,32.431,0,32.431,1126406.85546875,4251.06702958296
650,217100,4,2,10,8.285,0,8.285,1311117.28125,4754.9538966399
651,217200,4,2,10,1,0,1,1342135.1640625,5523.17793203618
652,218110,4,2,10,22.89,17,39.89,874049.890625,4697.30732827133
653,218120,4,2,10,58.831,14,72.831,650063.12109375,3273.97974061824
654,218210,4,2,10,4.19,0,4.19,567221.3828125,3230.52557005841
655,218220,4,2,10,8.903,0,8.903,982336.64453125,4301.00828937953
656,218300,4,2,10,24.102,0,24.102,1315251.328125,6371.19715969835
657,218400,6,2,10,20.949,0,20.949,958664.4765625,4484.41857470023
658,218500,6,2,10,11.558,18,29.558,764271.63671875,4067.27164763654
659,218600,6,2,10,2.095,0,2.095,628315.5078125,3309.06403278812
660,218701,6,2,10,8.211,0,8.211,802821.05078125,3932.47457996629
661,218702,6,2,10,14.404,0,14.404,525038.13671875,3783.84032475451
662,218800,6,2,10,30.907,0,30.907,600973.359375,3313.69750231319
663,218900,6,2,10,29.256,0,29.256,1026797.828125,4234.78145062502
664,219010,6,2,10,22.176,0,22.176,643464.6015625,3450.95460686441
665,219020,6,2,10,46.405,0,46.405,1060245.28125,4137.16301374321
666,219300,6,2,10,14.207,0,14.207,951352.76171875,4139.72862956304
667,219500,6,2,10,26.434,0,26.434,813720.578125,3836.15052221395
668,219700,6,2,10,16.419,0,16.419,1594583.34765625,6112.91107067756
669,219800,6,2,10,24.839,0,24.839,651201.7265625,3590.5031285558
670,219901,6,2,10,26.111,0,26.111,766159.5078125,3711.57175299951
671,219902,6,2,10,14.901,0,14.901,1168921.94921875,4894.4090492056
672,220000,6,2,10,20.379,0,20.379,1418416.4921875,4705.56688977289
673,220100,6,2,10,4.926,0,4.926,1430838.6640625,6247.09913261347
674,221110,4,2,1,13.723,0,13.723,342022.9765625,2549.32035616596
675,221120,4,2,1,6.332,0,6.332,463577.859375,2770.20651786879
676,221210,4,2,10,14.261,0,14.261,523867.546875,3102.53202337023
677,221220,4,2,1,45.879,0,45.879,962820.45703125,3877.97698860445
678,221302,4,2,10,51.581,0,51.581,674762.59765625,3746.30680635403
679,221303,4,2,10,24.935,0,24.935,341635.09765625,2387.90762860162
680,221304,4,2,10,1.591,0,1.591,331829.15234375,2321.94113396962
681,221401,6,2,10,62.828,0,62.828,791662.796875,3543.2200766615
682,221402,6,2,10,1.808,0,1.808,777154.8828125,4726.88402094243
683,221500,6,2,8,13.509,0,13.509,555786.88671875,3085.30951534944
684,221601,6,2,8,21.271,0,21.271,539985.05078125,3054.14717629937
685,221602,6,2,1,25.87,0,25.87,763288.734375,4414.61295581446
686,221710,6,1,8,21.332,0,21.332,478760.25,2984.48086622559
687,221810,6,2,8,19.685,0,19.685,444234.47265625,2751.6640278563
688,221820,6,2,9,1,0,1,298158.796875,2150.82180825755
689,221900,6,2,9,2,0,2,598035.1484375,3911.38782419368
690,222001,6,2,10,12.187,0,12.187,692286.4375,3369.11878937611
691,222002,6,2,8,23.19,0,23.19,956919.36328125,3991.87666766219
692,222100,6,2,8,31.433,0,31.433,699043.0390625,3857.14528165833
693,222200,6,2,8,11.896,0,11.896,703382.12109375,3874.28009169085
694,222500,6,2,8,5.591,0,5.591,952195.89453125,3905.55510662232
695,222600,6,2,8,6.424,0,6.424,951429.19921875,3897.86083712287
696,222700,6,2,9,102.393,0,102.393,1192876.80859375,5003.2427708734
697,224010,4,1,14,60.512,0,60.512,1212314.18359375,5117.4296933247
698,224020,4,1,9,43.091,0,43.091,1798806.4453125,5608.16201769109
699,224200,4,1,1,26.972,0,26.972,537256.625,3174.2458852974
700,224310,4,1,1,1.703,0,1.703,263987.59375,2492.25184248181
701,224320,4,1,1,17.213,0,17.213,424200.359375,3110.62179407768
702,224410,6,1,1,21.719,0,21.719,662337.48828125,3880.0818211101
703,224420,6,1,1,41.861,0,41.861,523580.3671875,3304.97754310484
704,224600,6,1,9,90.432,267,357.432,1049199.58203125,4124.33207739376
705,224700,6,1,9,61.691,0,61.691,928004.47265625,3983.25822087556
706,226001,4,2,9,175.487,0,175.487,1511320.59375,7019.04181792114
707,226002,4,2,14,492.605,97,589.605,3748050.3125,7880.82943358487
708,226410,6,2,9,21.842,0,21.842,412275.53515625,2623.75704930427
709,226420,6,2,9,14.207,0,14.207,623069.50390625,3232.3508107712
710,226700,6,2,9,31.018,0,31.018,1142177.56640625,4473.16650739245
711,227010,6,2,9,37.907,0,37.907,845206.3515625,4363.19486784855
712,227020,6,2,9,1.703,0,1.703,642214.48046875,3374.40722853984
713,228100,6,2,9,36.238,0,36.238,1463827.71875,5626.08505794996
714,228210,6,2,9,4.903,0,4.903,599695.17578125,3381.83731971204
715,228220,6,2,9,26.41,0,26.41,534251.72265625,3349.53157204807
716,228310,6,2,9,25.219,0,25.219,797093.98046875,4141.37699752535
717,228320,6,2,9,22.422,0,22.422,491722.75390625,3758.2504861958
718,228410,6,2,9,5.903,0,5.903,405214.7734375,2616.86486111945
719,228420,6,2,9,15.01,0,15.01,404693.13671875,2917.97350783724
720,228500,6,2,9,72.585,0,72.585,654817.76171875,3392.38379014886
721,228600,6,2,9,13.61,0,13.61,768717.62109375,3529.90157487121
722,228710,6,2,9,20.973,0,20.973,590433.26171875,3410.98550139405
723,228720,6,2,9,7.777,0,7.777,589504.484375,3406.48959040161
724,228800,6,2,9,46.676,0,46.676,1231776.19921875,4551.62258309601
725,228900,6,2,9,45.649,0,45.649,751810.41015625,3553.69389340447
726,229100,6,2,9,107.605,0,107.605,692800.37890625,3366.82622563797
727,229200,6,2,9,25.337,0,25.337,650054.99609375,3284.75268432709
728,229300,6,2,9,12.302,0,12.302,733561.2578125,3512.77936329735
729,229410,6,2,9,38.808,0,38.808,791060.67578125,3572.23592302775
730,229420,6,2,9,16.816,0,16.816,851924.14453125,3699.57095844073
731,231100,6,2,9,284.263,277,561.263,1304577.32421875,4756.48565629083
732,231210,6,2,8,0,0,0,467916.390625,2919.28100645076
733,231220,6,2,9,29.759,191,220.759,1408330.75390625,4849.37075390226
734,231300,6,2,8,31.188,0,31.188,959314.56640625,3918.89369804238
735,231400,6,2,8,0,0,0,906172.75390625,3811.29765089303
736,231500,6,2,8,11.093,0,11.093,1341017.51171875,4709.731856093
737,231600,6,2,9,20.919,22,42.919,1392749.07421875,4819.18609961329
738,231710,6,2,9,78.329,0,78.329,472367.43359375,2925.94676498691
739,231720,6,2,9,40.187,0,40.187,688948.0859375,3359.28523024446
740,231800,6,2,9,24.436,0,24.436,759001.52734375,3510.57919803071
741,231900,6,2,9,109.708,0,109.708,829735.1484375,3714.9883606013
742,232110,6,2,9,25.605,0,25.605,554324.84375,3237.88445067407
743,232120,6,2,9,69.307,0,69.307,761223.09375,3583.5478174001
744,232200,6,2,9,12.827,0,12.827,762837.55078125,3996.85654155898
745,232300,6,2,9,14.686,9,23.686,917083.640625,4247.32937273099
746,232400,6,2,8,45.865,29,74.865,1623373.4453125,5119.1409640413
747,232500,6,2,8,21.889,85,106.889,1119580.140625,4400.33613757079
748,232600,6,2,9,6.181,0,6.181,1159812.6796875,4517.11895055682
749,232700,6,2,9,102.936,204,306.936,1066394.59375,4232.88475729389
750,232800,6,2,9,98.091,0,98.091,622191.42578125,3209.28833228642
751,234000,6,2,10,8.379,0,8.379,1811970.6796875,6474.80749530842
752,234200,6,2,10,38.139,0,38.139,1288341.5390625,4797.5069189062
753,234300,6,2,10,73.827,0,73.827,1269662.234375,4484.2593414442
754,234501,6,2,8,13.4,0,13.4,1096539.4453125,4689.25143916203
755,234502,6,2,8,17.582,21,38.582,794785.94140625,4288.76561564876
756,234600,6,2,8,73.576,7,80.576,1901517.7578125,6560.59754252474
757,234700,6,2,8,15.586,0,15.586,1082075.18359375,5453.11052490453
758,234800,6,2,8,46.997,0,46.997,953823.46875,3906.51833112055
759,234901,6,2,8,19.94,0,19.94,474459.859375,2922.59204049734
760,234902,6,2,8,6.998,0,6.998,652792.171875,3666.94153648493
761,235100,6,2,8,4.021,0,4.021,1722751.3828125,6678.11945789352
762,235201,6,2,8,4.686,7,11.686,951355.43359375,3925.35743496399
763,235202,6,2,8,13.803,0,13.803,1241333.27734375,4864.48530005685
764,236000,6,2,10,3.851,0,3.851,5867504.5390625,11651.6506178843
765,236100,6,2,10,20.147,0,20.147,1649747.6484375,5495.00654520314
766,236202,6,2,10,28.618,0,28.618,644924.24609375,3492.17945726464
767,236203,6,2,10,9.116,0,9.116,495177.2734375,3987.62339596184
768,236204,6,2,10,6.095,0,6.095,335407.71484375,2467.56449128648
769,236400,6,2,8,0,0,0,1955610.4765625,7137.43457030947
770,237101,6,2,9,12.309,0,12.309,917090.46875,3809.9997422558
771,237102,6,2,9,75.425,0,75.425,670693.046875,3318.18113432566
772,237201,6,2,9,41.734,0,41.734,661133.99609375,3272.24470665363
773,237202,6,2,8,32.58,0,32.58,1616361.96875,5294.13851747777
774,237300,6,2,8,30.44,72,102.44,1454556.26171875,4951.39401472137
775,237401,6,2,8,17.706,0,17.706,752438.3125,3520.00786774813
776,237402,6,2,8,8.701,0,8.701,759905.625,3543.17116322179
777,237500,6,2,8,53.47,0,53.47,491789.890625,3036.91045923366
778,237600,6,2,8,51.94,0,51.94,734409.0546875,3486.4308391121
779,237710,6,2,8,35.081,0,35.081,630141.984375,3455.24456924171
